event_id,shipment_id,delay_reason,delay_days,weather_impact,port_congestion
EVT001023,SHP002226,Port Congestion,6,0.24,0.96
EVT001024,SHP000004,Mechanical,10,0.7,0.65
EVT001025,SHP002543,Customs,6,0.64,0.14
EVT001026,SHP000448,Customs,7,0.73,0.5
EVT001027,SHP000879,Customs,6,0.96,0.45
EVT001028,SHP000357,Mechanical,2,0.82,0.79
EVT001029,SHP000735,Weather,6,0.81,0.84
EVT001030,SHP001219,Weather,5,0.19,0.91
EVT001031,SHP000003,Port Congestion,5,0.85,0.51
EVT001032,SHP000961,Customs,14,0.66,0.45
EVT001033,SHP001755,Port Congestion,6,0.58,0.67
EVT001034,SHP001352,Customs,4,0.38,0.33
EVT001035,SHP002193,Mechanical,2,0.02,0.72
EVT001036,SHP000057,Weather,10,0.41,0.14
EVT001037,SHP002158,Mechanical,11,0.08,0.59
EVT001038,SHP001136,Mechanical,14,0.32,0.96
EVT001039,SHP001385,Mechanical,12,0.8,0.7
EVT001040,SHP001403,Mechanical,6,0.95,0.3
EVT001041,SHP002964,Weather,11,0.86,0.72
EVT001042,SHP001790,Customs,8,0.71,0.12
EVT001043,SHP001328,Weather,2,0.44,0.06
EVT001044,SHP001082,Weather,13,0.66,0.82
EVT001045,SHP000270,Customs,1,0.68,0.57
EVT001046,SHP001731,Customs,2,0.49,0.8
EVT001047,SHP001199,Mechanical,6,1.0,0.96
EVT001048,SHP000251,Mechanical,1,0.56,0.12
EVT001049,SHP002723,Customs,7,0.79,0.8
EVT001050,SHP000044,Mechanical,5,0.52,0.14
EVT001051,SHP001153,Customs,11,0.96,0.65
EVT001052,SHP000225,Weather,11,0.11,0.34
EVT001053,SHP000482,Port Congestion,8,0.14,0.49
EVT001054,SHP000535,Mechanical,11,0.37,0.98
EVT001055,SHP001725,Weather,8,0.84,0.98
EVT001056,SHP000715,Weather,7,0.51,0.28
EVT001057,SHP000249,Customs,2,0.23,0.14
EVT001058,SHP001139,Weather,7,0.49,0.82
EVT001059,SHP000448,Customs,14,0.13,0.08
EVT001060,SHP001499,Weather,8,0.83,0.23
EVT001061,SHP001036,Customs,3,0.88,0.67
EVT001062,SHP001685,Port Congestion,13,0.78,0.06
EVT001063,SHP002235,Port Congestion,13,0.95,0.67
EVT001064,SHP000262,Mechanical,6,0.85,0.27
EVT001065,SHP001847,Mechanical,3,0.76,0.61
EVT001066,SHP000595,Customs,11,0.31,0.82
EVT001067,SHP002388,Port Congestion,2,0.46,0.21
EVT001068,SHP000626,Weather,7,0.18,0.32
EVT001069,SHP000075,Weather,12,0.08,0.46
EVT001070,SHP001312,Mechanical,6,0.2,0.29
EVT001071,SHP000710,Customs,1,0.21,0.49
EVT001072,SHP001146,Weather,14,0.01,0.26
EVT001073,SHP001092,Weather,1,0.46,0.66
EVT001074,SHP001609,Mechanical,3,0.6,0.27
EVT001075,SHP000121,Weather,3,0.89,0.03
EVT001076,SHP000019,Mechanical,8,0.47,0.8
EVT001077,SHP001475,Customs,4,0.26,0.58
EVT001078,SHP000843,Weather,8,0.28,0.12
EVT001079,SHP001463,Customs,1,0.4,0.67
EVT001080,SHP001835,Port Congestion,11,0.44,0.98
EVT001081,SHP000233,Port Congestion,9,0.11,0.33
EVT001082,SHP000207,Customs,4,0.44,0.42
EVT001083,SHP000466,Port Congestion,14,0.31,0.22
EVT001084,SHP000630,Mechanical,7,0.39,0.71
EVT001085,SHP000999,Mechanical,14,1.0,0.43
EVT001086,SHP001579,Weather,8,0.9,0.86
EVT001087,SHP002565,Mechanical,14,0.49,0.38
EVT001088,SHP002325,Customs,4,0.59,0.44
EVT001089,SHP002521,Customs,3,0.16,0.12
EVT001090,SHP001185,Weather,6,0.55,0.06
EVT001091,SHP001137,Customs,14,0.68,0.27
EVT001092,SHP000070,Customs,6,0.9,0.13
EVT001093,SHP000245,Mechanical,6,0.34,0.86
EVT001094,SHP001750,Weather,13,0.32,0.37
EVT001095,SHP001893,Weather,6,0.01,0.63
EVT001096,SHP002975,Port Congestion,1,0.06,0.7
EVT001097,SHP001627,Weather,2,0.21,0.39
EVT001098,SHP002277,Weather,4,0.12,0.78
EVT001099,SHP001871,Mechanical,13,0.79,0.18
EVT001100,SHP000189,Port Congestion,10,0.45,0.62
EVT001101,SHP001137,Mechanical,6,0.96,0.18
EVT001102,SHP002763,Port Congestion,6,0.33,0.47
EVT001103,SHP002933,Weather,8,0.7,0.96
EVT001104,SHP001877,Weather,4,0.37,0.64
EVT001105,SHP001783,Customs,7,0.21,0.93
EVT001106,SHP000537,Weather,14,0.9,0.3
EVT001107,SHP000045,Customs,11,0.83,0.13
EVT001108,SHP002054,Customs,1,0.3,0.26
EVT001109,SHP000293,Mechanical,12,0.49,0.66
EVT001110,SHP002369,Customs,4,0.72,0.0
EVT001111,SHP002086,Customs,4,0.31,0.45
EVT001112,SHP000746,Mechanical,6,0.46,0.28
EVT001113,SHP002039,Customs,1,0.21,0.39
EVT001114,SHP000280,Port Congestion,13,0.15,0.3
EVT001115,SHP000883,Mechanical,7,0.34,0.98
EVT001116,SHP002541,Mechanical,14,0.8,0.46
EVT001117,SHP002416,Customs,5,0.41,0.03
EVT001118,SHP002485,Mechanical,4,0.91,0.65
EVT001119,SHP002706,Weather,8,0.54,0.37
EVT001120,SHP002373,Weather,7,0.63,0.41
EVT001121,SHP001389,Port Congestion,2,0.13,0.77
EVT001122,SHP001738,Port Congestion,2,0.37,0.11
EVT001123,SHP001534,Port Congestion,14,0.77,0.07
EVT001124,SHP002116,Mechanical,14,0.47,0.76
EVT001125,SHP002002,Weather,2,0.74,0.73
EVT001126,SHP000831,Customs,2,0.91,0.46
EVT001127,SHP000245,Customs,9,0.87,0.0
EVT001128,SHP001456,Customs,7,0.12,0.75
EVT001129,SHP001453,Weather,8,0.47,0.47
EVT001130,SHP000081,Weather,2,0.81,0.28
EVT001131,SHP002289,Weather,12,0.33,0.0
EVT001132,SHP001754,Customs,12,0.29,0.44
EVT001133,SHP001785,Customs,6,0.9,0.98
EVT001134,SHP000614,Mechanical,9,0.93,0.08
EVT001135,SHP001101,Port Congestion,3,0.97,0.9
EVT001136,SHP000777,Port Congestion,14,0.64,0.04
EVT001137,SHP002618,Mechanical,11,0.86,0.75
EVT001138,SHP001791,Weather,14,0.87,0.87
EVT001139,SHP002992,Customs,6,0.49,0.38
EVT001140,SHP001578,Weather,6,0.57,0.38
EVT001141,SHP002851,Customs,13,0.52,0.81
EVT001142,SHP001903,Customs,11,0.58,0.91
EVT001143,SHP002389,Port Congestion,14,0.21,0.96
EVT001144,SHP002934,Mechanical,3,0.08,0.59
EVT001145,SHP000676,Mechanical,9,0.78,0.52
EVT001146,SHP000720,Port Congestion,10,0.35,0.65
EVT001147,SHP003000,Weather,4,0.05,0.6
EVT001148,SHP001456,Port Congestion,9,0.26,0.44
EVT001149,SHP002313,Weather,3,1.0,0.98
EVT001150,SHP001183,Mechanical,2,0.45,0.85
EVT001151,SHP001422,Mechanical,5,0.29,0.26
EVT001152,SHP000657,Weather,1,0.97,0.88
EVT001153,SHP001301,Mechanical,9,0.92,0.04
EVT001154,SHP000063,Mechanical,6,0.01,0.25
EVT001155,SHP001477,Weather,5,0.39,0.97
EVT001156,SHP001254,Mechanical,7,0.98,0.88
EVT001157,SHP002198,Port Congestion,13,0.51,0.15
EVT001158,SHP000678,Weather,7,0.27,0.68
EVT001159,SHP001008,Customs,6,0.24,0.17
EVT001160,SHP000555,Mechanical,5,0.23,0.05
EVT001161,SHP000870,Weather,4,0.35,0.86
EVT001162,SHP002896,Port Congestion,3,0.73,0.74
EVT001163,SHP000863,Mechanical,4,0.25,0.57
EVT001164,SHP002792,Mechanical,2,0.69,0.75
EVT001165,SHP001145,Customs,8,0.47,0.94
EVT001166,SHP002791,Port Congestion,7,0.66,0.16
EVT001167,SHP001056,Mechanical,4,0.49,0.45
EVT001168,SHP000591,Weather,2,0.86,0.28
EVT001169,SHP000494,Port Congestion,1,0.5,0.39
EVT001170,SHP000668,Weather,14,0.37,0.02
EVT001171,SHP002462,Customs,1,0.98,0.76
EVT001172,SHP000418,Weather,13,0.93,0.08
EVT001173,SHP001077,Customs,6,0.02,0.11
EVT001174,SHP002580,Customs,5,0.68,0.48
EVT001175,SHP001008,Customs,2,0.84,0.9
EVT001176,SHP001999,Weather,4,0.73,0.1
EVT001177,SHP000060,Weather,3,0.51,0.68
EVT001178,SHP001729,Weather,2,0.88,0.34
EVT001179,SHP001014,Weather,10,0.8,0.72
EVT001180,SHP002764,Mechanical,7,0.03,0.21
EVT001181,SHP001907,Port Congestion,14,0.88,0.29
EVT001182,SHP002273,Mechanical,10,0.58,0.5
EVT001183,SHP000316,Weather,8,0.13,0.59
EVT001184,SHP001779,Weather,14,0.53,0.78
EVT001185,SHP001411,Customs,5,0.27,1.0
EVT001186,SHP001810,Customs,9,0.4,0.15
EVT001187,SHP001746,Mechanical,1,0.95,0.43
EVT001188,SHP001215,Mechanical,7,0.27,0.76
EVT001189,SHP000628,Mechanical,4,0.61,0.19
EVT001190,SHP000335,Port Congestion,10,0.1,0.09
EVT001191,SHP001381,Port Congestion,5,0.65,0.56
EVT001192,SHP000241,Customs,3,0.12,0.69
EVT001193,SHP001908,Weather,3,0.1,0.61
EVT001194,SHP000497,Weather,4,0.33,0.09
EVT001195,SHP002768,Port Congestion,11,0.51,0.78
EVT001196,SHP001733,Customs,10,0.04,0.2
EVT001197,SHP001039,Port Congestion,10,0.43,0.08
EVT001198,SHP001507,Weather,4,0.35,0.94
EVT001199,SHP001201,Mechanical,10,0.15,0.75
EVT001200,SHP001104,Port Congestion,13,0.52,0.55
EVT001201,SHP002628,Customs,8,0.35,0.39
EVT001202,SHP002311,Mechanical,10,0.4,0.36
EVT001203,SHP002280,Weather,3,0.9,0.76
EVT001204,SHP000429,Port Congestion,2,0.28,0.02
EVT001205,SHP000527,Customs,10,0.34,0.95
EVT001206,SHP000433,Weather,10,0.78,0.92
EVT001207,SHP001285,Customs,4,0.92,0.16
EVT001208,SHP002178,Weather,7,0.06,0.57
EVT001209,SHP002342,Weather,9,0.53,0.71
EVT001210,SHP001264,Port Congestion,3,0.81,0.83
EVT001211,SHP002882,Port Congestion,7,0.72,0.44
EVT001212,SHP002710,Weather,10,0.91,0.54
EVT001213,SHP000006,Port Congestion,10,0.47,0.57
EVT001214,SHP002140,Port Congestion,3,0.93,0.51
EVT001215,SHP000772,Customs,5,0.09,0.67
EVT001216,SHP002217,Mechanical,6,0.32,0.51
EVT001217,SHP000929,Mechanical,4,0.2,0.92
EVT001218,SHP002389,Customs,13,0.59,0.53
EVT001219,SHP000622,Port Congestion,13,0.81,0.23
EVT001220,SHP002157,Weather,12,0.36,0.67
EVT001221,SHP000456,Customs,9,0.66,0.27
EVT001222,SHP000698,Port Congestion,2,0.4,0.13
EVT001223,SHP000776,Customs,2,0.31,0.43
EVT001224,SHP000863,Weather,5,0.28,0.86
EVT001225,SHP002725,Port Congestion,6,0.41,0.35
EVT001226,SHP000910,Customs,14,0.22,0.86
EVT001227,SHP000253,Port Congestion,4,0.49,0.15
EVT001228,SHP002068,Customs,5,0.61,0.89
EVT001229,SHP001934,Port Congestion,14,0.65,0.21
EVT001230,SHP002869,Customs,2,0.92,0.07
EVT001231,SHP001929,Mechanical,8,0.47,0.2
EVT001232,SHP000462,Weather,1,0.0,0.69
EVT001233,SHP001445,Customs,6,0.28,0.46
EVT001234,SHP002292,Customs,3,0.64,0.07
EVT001235,SHP002275,Mechanical,8,0.41,0.11
EVT001236,SHP000241,Mechanical,11,0.99,0.67
EVT001237,SHP002029,Mechanical,7,0.04,0.98
EVT001238,SHP002972,Port Congestion,1,0.8,0.8
EVT001239,SHP002390,Mechanical,9,0.28,0.86
EVT001240,SHP002644,Customs,7,0.9,0.6
EVT001241,SHP000386,Weather,8,0.25,0.16
EVT001242,SHP002625,Customs,12,0.91,0.59
EVT001243,SHP000731,Customs,12,0.37,0.26
EVT001244,SHP002549,Weather,8,0.31,0.43
EVT001245,SHP001441,Mechanical,12,0.13,0.21
EVT001246,SHP002541,Port Congestion,7,0.29,0.39
EVT001247,SHP001426,Weather,11,0.94,0.82
EVT001248,SHP001646,Port Congestion,1,0.92,0.56
EVT001249,SHP002138,Customs,7,0.15,0.69
EVT001250,SHP000978,Port Congestion,9,0.55,0.39
EVT001251,SHP002280,Port Congestion,1,0.77,0.53
EVT001252,SHP000078,Mechanical,6,0.3,0.86
EVT001253,SHP000213,Weather,9,0.96,0.75
EVT001254,SHP000416,Customs,8,0.2,0.23
EVT001255,SHP000520,Port Congestion,8,0.1,0.77
EVT001256,SHP002736,Weather,4,0.38,0.04
EVT001257,SHP001343,Weather,7,0.14,0.26
EVT001258,SHP000729,Customs,9,0.6,0.09
EVT001259,SHP000963,Port Congestion,1,0.03,0.88
EVT001260,SHP002772,Mechanical,12,0.01,0.08
EVT001261,SHP000486,Mechanical,9,0.53,0.92
EVT001262,SHP000744,Customs,10,0.69,0.78
EVT001263,SHP001700,Mechanical,8,0.19,0.61
EVT001264,SHP002749,Mechanical,7,0.33,0.46
EVT001265,SHP001404,Customs,13,0.17,0.3
EVT001266,SHP000097,Customs,1,0.79,0.01
EVT001267,SHP002097,Weather,5,0.36,0.94
EVT001268,SHP000186,Port Congestion,11,0.62,0.84
EVT001269,SHP001911,Port Congestion,4,0.18,0.52
EVT001270,SHP001614,Port Congestion,12,0.3,0.02
EVT001271,SHP001922,Mechanical,12,0.5,0.7
EVT001272,SHP001746,Mechanical,13,0.97,0.25
EVT001273,SHP002670,Mechanical,4,0.97,0.81
EVT001274,SHP001572,Customs,6,0.16,0.28
EVT001275,SHP002526,Weather,7,0.08,0.03
EVT001276,SHP001225,Port Congestion,14,0.65,0.94
EVT001277,SHP001353,Port Congestion,9,0.55,0.63
EVT001278,SHP000059,Customs,5,0.38,0.03
EVT001279,SHP002468,Weather,1,0.51,0.21
EVT001280,SHP001428,Port Congestion,11,0.81,0.02
EVT001281,SHP001982,Weather,5,0.53,0.62
EVT001282,SHP002807,Port Congestion,13,0.12,0.39
EVT001283,SHP000179,Mechanical,1,0.01,0.88
EVT001284,SHP000954,Port Congestion,12,0.49,0.79
EVT001285,SHP002801,Weather,10,0.39,0.56
EVT001286,SHP000864,Port Congestion,11,0.83,0.5
EVT001287,SHP002463,Port Congestion,8,0.13,0.68
EVT001288,SHP000323,Customs,14,0.81,0.38
EVT001289,SHP000352,Mechanical,8,0.5,0.88
EVT001290,SHP001213,Customs,10,0.2,0.25
EVT001291,SHP000212,Customs,1,0.35,0.38
EVT001292,SHP002887,Port Congestion,7,0.76,0.22
EVT001293,SHP000266,Weather,2,0.75,0.61
EVT001294,SHP002737,Mechanical,10,0.27,0.63
EVT001295,SHP001821,Mechanical,4,0.08,0.52
EVT001296,SHP000791,Weather,10,0.47,0.54
EVT001297,SHP002934,Port Congestion,5,0.06,0.31
EVT001298,SHP002165,Mechanical,3,0.6,0.18
EVT001299,SHP001329,Weather,14,0.23,0.61
EVT001300,SHP001363,Customs,8,0.3,0.35
EVT001301,SHP001768,Mechanical,8,0.29,0.67
EVT001302,SHP002985,Port Congestion,10,0.54,0.51
EVT001303,SHP000540,Port Congestion,11,0.99,0.29
EVT001304,SHP001526,Port Congestion,7,0.76,0.13
EVT001305,SHP000577,Mechanical,6,0.98,0.04
EVT001306,SHP001333,Mechanical,8,0.61,0.82
EVT001307,SHP001526,Weather,14,0.23,0.74
EVT001308,SHP002489,Port Congestion,14,0.02,0.62
EVT001309,SHP001651,Port Congestion,7,0.36,0.08
EVT001310,SHP000059,Weather,3,0.92,0.9
EVT001311,SHP002510,Mechanical,8,0.92,0.14
EVT001312,SHP002366,Customs,14,0.39,0.42
EVT001313,SHP002804,Port Congestion,10,0.62,0.11
EVT001314,SHP002652,Mechanical,14,0.97,0.46
EVT001315,SHP000764,Weather,13,0.43,0.8
EVT001316,SHP002692,Customs,6,0.89,0.53
EVT001317,SHP002559,Mechanical,3,0.15,0.25
EVT001318,SHP000910,Weather,7,0.5,0.58
EVT001319,SHP001285,Customs,14,0.97,0.25
EVT001320,SHP002923,Customs,7,0.11,0.1
EVT001321,SHP001365,Mechanical,5,0.38,0.77
EVT001322,SHP000587,Customs,13,0.42,0.78
EVT001323,SHP001261,Weather,11,0.53,0.56
EVT001324,SHP001904,Port Congestion,6,0.09,0.94
EVT001325,SHP001044,Mechanical,1,0.87,0.0
EVT001326,SHP001766,Weather,3,0.26,0.64
EVT001327,SHP002882,Port Congestion,10,0.36,0.64
EVT001328,SHP000958,Mechanical,7,0.25,0.12
EVT001329,SHP002367,Customs,13,0.07,0.81
EVT001330,SHP000471,Customs,8,0.13,0.17
EVT001331,SHP000715,Customs,8,0.86,0.47
EVT001332,SHP001860,Weather,14,0.64,0.84
EVT001333,SHP000809,Customs,3,0.16,0.37
EVT001334,SHP002281,Weather,1,0.08,0.35
EVT001335,SHP001150,Customs,7,0.0,0.87
EVT001336,SHP001269,Customs,3,0.06,0.1
EVT001337,SHP001147,Port Congestion,1,0.93,0.98
EVT001338,SHP000930,Port Congestion,5,0.75,0.3
EVT001339,SHP001883,Mechanical,3,0.79,0.37
EVT001340,SHP002128,Customs,12,0.38,0.13
EVT001341,SHP002074,Mechanical,5,0.87,0.36
EVT001342,SHP002697,Weather,5,0.47,0.97
EVT001343,SHP001639,Port Congestion,8,0.09,0.42
EVT001344,SHP001397,Mechanical,3,0.91,0.58
EVT001345,SHP000561,Weather,6,0.21,0.73
EVT001346,SHP001021,Customs,4,0.85,0.42
EVT001347,SHP002887,Port Congestion,11,0.57,0.67
EVT001348,SHP000879,Weather,3,0.33,0.83
EVT001349,SHP002107,Mechanical,10,0.85,0.24
EVT001350,SHP002686,Mechanical,12,0.93,0.79
EVT001351,SHP001388,Mechanical,10,0.32,0.6
EVT001352,SHP002303,Weather,13,0.94,0.8
EVT001353,SHP002090,Mechanical,13,0.18,0.23
EVT001354,SHP001034,Weather,8,0.15,0.9
EVT001355,SHP000573,Weather,9,0.96,0.9
EVT001356,SHP001442,Weather,13,0.65,0.27
EVT001357,SHP001643,Port Congestion,3,0.47,0.13
EVT001358,SHP001484,Port Congestion,2,0.2,0.12
EVT001359,SHP002095,Port Congestion,1,0.0,0.09
EVT001360,SHP000747,Port Congestion,13,0.6,0.21
EVT001361,SHP000611,Mechanical,12,0.56,0.37
EVT001362,SHP000505,Mechanical,13,0.45,0.04
EVT001363,SHP000879,Weather,11,0.19,0.14
EVT001364,SHP000420,Port Congestion,10,0.63,0.11
EVT001365,SHP000901,Customs,8,0.51,0.76
EVT001366,SHP001662,Port Congestion,13,0.91,0.96
EVT001367,SHP002732,Port Congestion,8,0.22,0.16
EVT001368,SHP002289,Customs,8,0.06,0.99
EVT001369,SHP002152,Customs,10,0.72,0.82
EVT001370,SHP000442,Mechanical,10,0.99,0.02
EVT001371,SHP001651,Customs,2,0.42,0.64
EVT001372,SHP000692,Mechanical,13,0.09,0.75
EVT001373,SHP000852,Mechanical,11,0.28,0.1
EVT001374,SHP000730,Mechanical,2,0.69,0.79
EVT001375,SHP000056,Weather,3,0.23,0.58
EVT001376,SHP000267,Port Congestion,13,0.27,0.47
EVT001377,SHP000143,Weather,14,0.7,0.11
EVT001378,SHP000933,Mechanical,2,0.23,0.65
EVT001379,SHP002841,Port Congestion,14,0.2,0.12
EVT001380,SHP001140,Mechanical,5,0.29,0.3
EVT001381,SHP002794,Customs,7,0.45,0.8
EVT001382,SHP001971,Weather,4,0.09,0.97
EVT001383,SHP001387,Mechanical,10,0.34,0.77
EVT001384,SHP001836,Port Congestion,14,0.27,0.99
EVT001385,SHP002233,Customs,2,0.86,0.92
EVT001386,SHP002401,Mechanical,13,0.22,0.65
EVT001387,SHP001912,Mechanical,7,0.58,0.79
EVT001388,SHP000289,Port Congestion,8,0.6,0.9
EVT001389,SHP002602,Customs,7,0.63,0.83
EVT001390,SHP000829,Weather,7,0.22,0.99
EVT001391,SHP001848,Port Congestion,10,0.1,0.76
EVT001392,SHP002288,Mechanical,7,0.58,0.03
EVT001393,SHP002056,Mechanical,11,0.81,0.91
EVT001394,SHP002033,Weather,8,0.43,0.51
EVT001395,SHP001627,Port Congestion,2,0.29,0.33
EVT001396,SHP001174,Mechanical,3,0.04,0.93
EVT001397,SHP002578,Mechanical,1,0.39,0.96
EVT001398,SHP000878,Mechanical,10,0.48,0.6
EVT001399,SHP002848,Customs,8,0.76,0.3
EVT001400,SHP002376,Mechanical,13,0.56,0.11
EVT001401,SHP000511,Port Congestion,4,0.31,0.53
EVT001402,SHP002251,Port Congestion,9,0.89,0.94
EVT001403,SHP002556,Mechanical,11,0.21,0.15
EVT001404,SHP000892,Port Congestion,3,0.32,0.98
EVT001405,SHP001032,Weather,11,0.4,0.14
EVT001406,SHP002689,Customs,14,0.1,0.7
EVT001407,SHP000538,Customs,7,0.47,0.41
EVT001408,SHP000214,Customs,13,0.83,0.06
EVT001409,SHP001419,Customs,8,0.36,0.64
EVT001410,SHP000757,Weather,5,0.64,0.12
EVT001411,SHP002301,Weather,3,0.26,0.41
EVT001412,SHP000149,Mechanical,3,0.51,0.66
EVT001413,SHP001150,Port Congestion,10,0.32,0.94
EVT001414,SHP002950,Customs,6,0.66,0.25
EVT001415,SHP000252,Mechanical,5,0.87,0.71
EVT001416,SHP002450,Customs,13,0.23,0.71
EVT001417,SHP001971,Mechanical,11,0.43,0.63
EVT001418,SHP001272,Mechanical,4,0.71,0.65
EVT001419,SHP001340,Port Congestion,2,0.87,0.44
EVT001420,SHP001846,Mechanical,11,0.18,0.01
EVT001421,SHP002326,Mechanical,6,0.65,0.45
EVT001422,SHP000790,Weather,9,0.54,0.94
EVT001423,SHP000929,Port Congestion,12,0.48,0.04
EVT001424,SHP002940,Mechanical,9,0.53,0.51
EVT001425,SHP002497,Mechanical,12,0.51,0.19
EVT001426,SHP000504,Mechanical,10,0.23,0.17
EVT001427,SHP002889,Port Congestion,1,0.02,0.22
EVT001428,SHP002711,Port Congestion,5,0.64,0.98
EVT001429,SHP002332,Weather,14,0.61,0.48
EVT001430,SHP002407,Weather,6,0.42,0.48
EVT001431,SHP001514,Weather,12,0.11,0.69
EVT001432,SHP002944,Mechanical,8,0.12,0.13
EVT001433,SHP002580,Mechanical,13,0.01,0.89
EVT001434,SHP001098,Port Congestion,13,0.49,0.24
EVT001435,SHP002612,Port Congestion,11,0.22,0.59
EVT001436,SHP000987,Weather,1,0.04,0.65
EVT001437,SHP000198,Mechanical,10,0.02,0.02
EVT001438,SHP001157,Customs,10,0.08,0.87
EVT001439,SHP002185,Customs,3,0.08,0.78
EVT001440,SHP002427,Weather,13,0.58,0.27
EVT001441,SHP000513,Weather,13,0.81,0.92
EVT001442,SHP001797,Mechanical,8,0.67,0.71
EVT001443,SHP002836,Port Congestion,11,0.9,0.24
EVT001444,SHP001607,Customs,7,0.77,0.52
EVT001445,SHP000707,Customs,8,0.27,0.49
EVT001446,SHP000820,Mechanical,2,0.89,0.12
EVT001447,SHP002170,Customs,9,0.2,0.72
EVT001448,SHP001683,Port Congestion,13,0.94,0.85
EVT001449,SHP002699,Mechanical,14,0.53,0.94
EVT001450,SHP000435,Weather,13,0.18,0.91
EVT001451,SHP002241,Weather,5,0.92,0.31
EVT001452,SHP001759,Customs,10,0.74,0.74
EVT001453,SHP001110,Weather,2,0.26,0.68
EVT001454,SHP002060,Port Congestion,4,0.3,0.19
EVT001455,SHP002701,Port Congestion,8,0.69,0.73
EVT001456,SHP002249,Port Congestion,4,0.68,0.65
EVT001457,SHP002379,Mechanical,8,0.97,0.82
EVT001458,SHP001373,Weather,9,0.56,0.13
EVT001459,SHP000549,Weather,10,0.94,0.85
EVT001460,SHP001462,Weather,13,0.88,0.75
EVT001461,SHP002534,Weather,2,0.69,0.17
EVT001462,SHP002886,Customs,14,0.87,0.52
EVT001463,SHP001265,Customs,8,0.2,0.68
EVT001464,SHP002967,Mechanical,6,0.34,0.59
EVT001465,SHP002160,Mechanical,5,0.01,0.38
EVT001466,SHP002863,Customs,5,0.76,0.35
EVT001467,SHP001076,Weather,3,0.02,0.41
EVT001468,SHP002973,Mechanical,1,0.5,0.48
EVT001469,SHP001467,Weather,6,0.45,0.9
EVT001470,SHP000315,Port Congestion,5,0.02,0.12
EVT001471,SHP000984,Weather,6,0.82,0.2
EVT001472,SHP000845,Customs,8,0.25,0.37
EVT001473,SHP000956,Customs,12,0.46,0.67
EVT001474,SHP000211,Weather,9,0.38,0.04
EVT001475,SHP002561,Port Congestion,11,0.39,0.54
EVT001476,SHP001368,Port Congestion,11,0.2,0.1
EVT001477,SHP000592,Port Congestion,6,0.32,0.45
EVT001478,SHP001845,Mechanical,7,0.3,0.76
EVT001479,SHP002842,Port Congestion,3,0.73,0.21
EVT001480,SHP001386,Weather,1,0.93,0.6
EVT001481,SHP001656,Weather,6,0.82,0.13
EVT001482,SHP002448,Weather,9,0.19,0.62
EVT001483,SHP001335,Port Congestion,7,0.74,0.34
EVT001484,SHP003000,Customs,12,0.72,0.92
EVT001485,SHP001825,Weather,10,0.78,0.85
EVT001486,SHP001210,Weather,7,0.52,0.75
EVT001487,SHP002870,Customs,14,0.31,0.63
EVT001488,SHP000595,Mechanical,5,0.53,0.28
EVT001489,SHP001338,Weather,12,0.88,0.98
EVT001490,SHP002229,Port Congestion,14,0.59,0.15
EVT001491,SHP002874,Weather,4,0.19,0.86
EVT001492,SHP000311,Mechanical,13,0.05,0.89
EVT001493,SHP002024,Customs,10,0.37,0.61
EVT001494,SHP002053,Customs,14,0.61,0.67
EVT001495,SHP002886,Port Congestion,11,0.47,0.26
EVT001496,SHP000013,Mechanical,5,0.77,0.74
EVT001497,SHP000649,Port Congestion,7,0.89,0.12
EVT001498,SHP002867,Port Congestion,8,0.01,0.15
EVT001499,SHP002779,Mechanical,2,0.32,0.6
EVT001500,SHP002791,Customs,14,0.24,0.28
EVT001501,SHP000323,Customs,8,0.87,0.35
EVT001502,SHP002600,Mechanical,9,0.98,0.78
EVT001503,SHP001523,Customs,5,0.87,0.8
EVT001504,SHP002259,Customs,7,0.5,0.08
EVT001505,SHP000991,Mechanical,8,0.07,0.18
EVT001506,SHP002387,Mechanical,4,0.23,0.48
EVT001507,SHP001222,Port Congestion,8,0.61,1.0
EVT001508,SHP001745,Weather,11,0.28,0.81
EVT001509,SHP001035,Weather,6,0.17,0.01
EVT001510,SHP002264,Customs,10,0.87,0.27
EVT001511,SHP002668,Mechanical,2,0.94,0.63
EVT001512,SHP002340,Weather,14,0.89,0.15
EVT001513,SHP000942,Weather,6,0.0,0.89
EVT001514,SHP002981,Port Congestion,3,0.05,0.19
EVT001515,SHP000253,Mechanical,3,0.95,0.94
EVT001516,SHP001579,Weather,6,0.55,0.78
EVT001517,SHP000902,Weather,9,0.68,0.24
EVT001518,SHP001332,Customs,8,0.83,0.31
EVT001519,SHP000267,Mechanical,14,0.31,0.98
EVT001520,SHP002079,Mechanical,1,0.79,0.77
EVT001521,SHP001666,Weather,8,0.77,0.35
EVT001522,SHP000205,Weather,3,0.37,0.95
EVT001523,SHP002133,Weather,12,0.18,0.82
EVT001524,SHP001363,Port Congestion,5,0.74,0.95
EVT001525,SHP001279,Customs,7,0.39,0.91
EVT001526,SHP002729,Customs,6,0.86,0.81
EVT001527,SHP002949,Weather,13,0.84,0.2
EVT001528,SHP002547,Mechanical,6,0.88,0.49
EVT001529,SHP002136,Mechanical,12,0.26,0.44
EVT001530,SHP002172,Mechanical,1,0.45,0.76
EVT001531,SHP002529,Customs,14,0.83,0.77
EVT001532,SHP001182,Customs,10,0.77,0.13
EVT001533,SHP001090,Customs,6,0.73,0.23
EVT001534,SHP002017,Weather,10,0.46,0.21
EVT001535,SHP000334,Port Congestion,4,0.63,0.65
