warehouse_id,product_id,stock_level,inbound,outbound
WH001434,PRD001434,6188,3933,281
WH001435,PRD001435,6505,816,1775
WH001436,PRD001436,2895,166,685
WH001437,PRD001437,6643,3668,1254
WH001438,PRD001438,8093,1954,1728
WH001439,PRD001439,882,4723,3983
WH001440,PRD001440,9638,3334,2745
WH001441,PRD001441,5179,3517,4161
WH001442,PRD001442,8641,1132,4785
WH001443,PRD001443,3668,2769,4964
WH001444,PRD001444,3980,1151,3063
WH001445,PRD001445,2658,925,1303
WH001446,PRD001446,30,3737,2232
WH001447,PRD001447,613,3960,241
WH001448,PRD001448,436,1202,3682
WH001449,PRD001449,8070,3938,4237
WH001450,PRD001450,4324,597,293
WH001451,PRD001451,2814,2330,2314
WH001452,PRD001452,5099,2740,1490
WH001453,PRD001453,5300,1459,818
WH001454,PRD001454,172,4740,1636
WH001455,PRD001455,5426,3171,4995
WH001456,PRD001456,4504,1943,363
WH001457,PRD001457,2982,2463,265
WH001458,PRD001458,7438,2640,2437
WH001459,PRD001459,9126,4778,4695
WH001460,PRD001460,4877,1646,4041
WH001461,PRD001461,6056,2418,3463
WH001462,PRD001462,1448,241,383
WH001463,PRD001463,1033,3128,1627
WH001464,PRD001464,9673,977,2394
WH001465,PRD001465,4387,4656,4836
WH001466,PRD001466,3648,126,1926
WH001467,PRD001467,7388,1262,1767
WH001468,PRD001468,4194,3394,621
WH001469,PRD001469,2118,3484,4194
WH001470,PRD001470,7927,4686,1549
WH001471,PRD001471,2165,2683,2517
WH001472,PRD001472,6840,4217,329
WH001473,PRD001473,9615,2050,2580
WH001474,PRD001474,2052,2750,3748
WH001475,PRD001475,5584,4634,613
WH001476,PRD001476,3896,4125,1967
WH001477,PRD001477,1409,2988,2280
WH001478,PRD001478,9956,4293,35
WH001479,PRD001479,7085,3126,4569
WH001480,PRD001480,7948,2275,2686
WH001481,PRD001481,5274,1836,4226
WH001482,PRD001482,1170,667,4626
WH001483,PRD001483,825,2137,1839
WH001484,PRD001484,1844,1762,2826
WH001485,PRD001485,5796,1735,4270
WH001486,PRD001486,2460,2309,305
WH001487,PRD001487,7453,1178,4597
WH001488,PRD001488,4673,2385,4680
WH001489,PRD001489,8455,1995,4069
WH001490,PRD001490,252,178,3953
WH001491,PRD001491,4369,4253,4951
WH001492,PRD001492,2385,2378,1347
WH001493,PRD001493,8480,1334,479
WH001494,PRD001494,9739,171,1142
WH001495,PRD001495,4059,4227,3585
WH001496,PRD001496,234,1185,1892
WH001497,PRD001497,6288,4529,2760
WH001498,PRD001498,6291,2324,333
WH001499,PRD001499,9539,1748,1825
WH001500,PRD001500,4596,901,3186
WH001501,PRD001501,960,1308,4987
WH001502,PRD001502,7727,1259,2809
WH001503,PRD001503,8470,2306,1266
WH001504,PRD001504,4836,3898,3307
WH001505,PRD001505,5315,1219,764
WH001506,PRD001506,2852,2910,289
WH001507,PRD001507,1691,4429,3485
WH001508,PRD001508,6394,3646,3123
WH001509,PRD001509,6891,3709,2238
WH001510,PRD001510,1311,374,2339
WH001511,PRD001511,9195,4807,853
WH001512,PRD001512,8297,4620,525
WH001513,PRD001513,232,215,2604
WH001514,PRD001514,8041,2004,277
WH001515,PRD001515,4924,4551,3100
WH001516,PRD001516,8364,4062,508
WH001517,PRD001517,218,785,760
WH001518,PRD001518,7759,3951,3257
WH001519,PRD001519,1745,4286,709
WH001520,PRD001520,856,2640,3944
WH001521,PRD001521,3095,2422,4455
WH001522,PRD001522,7695,3112,2225
WH001523,PRD001523,2117,4032,2258
WH001524,PRD001524,6866,2323,2172
WH001525,PRD001525,8661,2846,4864
WH001526,PRD001526,8710,759,4970
WH001527,PRD001527,6015,2785,2189
WH001528,PRD001528,1165,3764,3063
WH001529,PRD001529,5128,2796,1236
WH001530,PRD001530,8647,484,3913
WH001531,PRD001531,3647,1709,4718
WH001532,PRD001532,8454,2330,3671
WH001533,PRD001533,3492,2059,301
WH001534,PRD001534,6124,2515,4633
WH001535,PRD001535,6194,2859,1512
WH001536,PRD001536,9560,2721,4221
WH001537,PRD001537,1853,1981,3822
WH001538,PRD001538,294,2913,899
WH001539,PRD001539,8836,1755,4818
WH001540,PRD001540,3695,1252,2094
WH001541,PRD001541,19,3683,1812
WH001542,PRD001542,3012,2630,4751
WH001543,PRD001543,5438,595,3650
WH001544,PRD001544,2315,1308,2585
WH001545,PRD001545,6647,2025,668
WH001546,PRD001546,8790,3380,1130
WH001547,PRD001547,3762,1352,4185
WH001548,PRD001548,2442,622,2173
WH001549,PRD001549,6726,4363,3730
WH001550,PRD001550,7487,4016,4513
WH001551,PRD001551,4342,4833,281
WH001552,PRD001552,9980,1964,408
WH001553,PRD001553,2825,3588,4515
WH001554,PRD001554,1286,517,1918
WH001555,PRD001555,4153,3538,924
WH001556,PRD001556,4203,2607,415
WH001557,PRD001557,1508,1206,437
WH001558,PRD001558,4743,4539,2260
WH001559,PRD001559,7750,4410,927
WH001560,PRD001560,2557,3654,3833
WH001561,PRD001561,6535,1850,1653
WH001562,PRD001562,5612,2974,1974
WH001563,PRD001563,6910,2128,4493
WH001564,PRD001564,8147,4688,4085
WH001565,PRD001565,2667,753,1266
WH001566,PRD001566,6860,866,31
WH001567,PRD001567,7656,2784,460
WH001568,PRD001568,3715,3232,257
WH001569,PRD001569,2062,2206,240
WH001570,PRD001570,924,1617,53
WH001571,PRD001571,4518,3760,2956
WH001572,PRD001572,2265,410,3326
WH001573,PRD001573,8914,836,2830
WH001574,PRD001574,9405,3585,259
WH001575,PRD001575,5142,3572,1418
WH001576,PRD001576,3832,149,2848
WH001577,PRD001577,9899,116,2081
WH001578,PRD001578,9409,4392,3662
WH001579,PRD001579,1883,1941,3934
WH001580,PRD001580,6609,3389,2366
WH001581,PRD001581,9130,1384,1040
WH001582,PRD001582,4805,1494,4963
WH001583,PRD001583,3313,194,4975
WH001584,PRD001584,6312,4882,758
WH001585,PRD001585,5704,3232,1407
WH001586,PRD001586,4563,2167,1156
WH001587,PRD001587,1422,4585,3342
WH001588,PRD001588,9307,2536,3740
WH001589,PRD001589,3525,3468,2560
WH001590,PRD001590,8122,3640,2498
WH001591,PRD001591,8599,3649,496
WH001592,PRD001592,9709,2852,2998
WH001593,PRD001593,6642,3972,966
WH001594,PRD001594,1421,2268,1968
WH001595,PRD001595,8937,4560,4959
WH001596,PRD001596,879,3740,1653
WH001597,PRD001597,2931,2313,1338
WH001598,PRD001598,819,1947,4344
WH001599,PRD001599,7373,231,2411
WH001600,PRD001600,140,2146,1378
WH001601,PRD001601,6269,2457,574
WH001602,PRD001602,4043,4018,4625
WH001603,PRD001603,4207,310,2006
WH001604,PRD001604,4119,1587,1410
WH001605,PRD001605,8110,3461,1805
WH001606,PRD001606,1936,3251,749
WH001607,PRD001607,9305,4472,645
WH001608,PRD001608,1987,2533,4400
WH001609,PRD001609,8299,4303,1291
WH001610,PRD001610,8138,4199,2389
WH001611,PRD001611,3872,4564,4444
WH001612,PRD001612,8055,3100,1655
WH001613,PRD001613,4293,1266,2638
WH001614,PRD001614,4023,1853,1071
WH001615,PRD001615,1210,960,2162
WH001616,PRD001616,6256,4302,4635
WH001617,PRD001617,6605,1959,1175
WH001618,PRD001618,7473,2360,4262
WH001619,PRD001619,4308,1607,2407
WH001620,PRD001620,4360,4910,3090
WH001621,PRD001621,975,1877,4559
WH001622,PRD001622,888,4865,1684
WH001623,PRD001623,5885,2908,3857
WH001624,PRD001624,3089,2644,2014
WH001625,PRD001625,545,3193,694
WH001626,PRD001626,8752,4953,1496
WH001627,PRD001627,133,2486,783
WH001628,PRD001628,1123,1997,2103
WH001629,PRD001629,9106,3169,3734
WH001630,PRD001630,7685,3398,2870
WH001631,PRD001631,8889,4404,5
WH001632,PRD001632,6012,4352,1287
WH001633,PRD001633,5093,1764,3185
WH001634,PRD001634,1455,4277,2002
WH001635,PRD001635,7183,1308,2969
WH001636,PRD001636,1620,8,405
WH001637,PRD001637,663,3160,3168
WH001638,PRD001638,6270,1807,695
WH001639,PRD001639,9957,2214,4950
WH001640,PRD001640,113,4741,2657
WH001641,PRD001641,8602,236,558
WH001642,PRD001642,1260,1347,1505
WH001643,PRD001643,9633,4818,4127
WH001644,PRD001644,9008,3054,2506
WH001645,PRD001645,5785,317,879
WH001646,PRD001646,693,1514,2641
WH001647,PRD001647,2971,2027,1321
WH001648,PRD001648,3897,2279,4964
WH001649,PRD001649,4859,1247,544
WH001650,PRD001650,3757,4672,4488
WH001651,PRD001651,5050,4251,4816
WH001652,PRD001652,7806,428,688
WH001653,PRD001653,9616,4927,3717
WH001654,PRD001654,2215,4997,2569
WH001655,PRD001655,1567,623,4258
WH001656,PRD001656,8867,2672,2783
WH001657,PRD001657,4499,3960,94
WH001658,PRD001658,1155,4327,4536
WH001659,PRD001659,655,3006,318
WH001660,PRD001660,3678,1029,4823
WH001661,PRD001661,519,229,820
WH001662,PRD001662,1021,2773,4560
WH001663,PRD001663,3841,2552,4714
WH001664,PRD001664,7761,3849,2318
WH001665,PRD001665,4101,3755,1928
WH001666,PRD001666,4172,1536,237
WH001667,PRD001667,6188,608,1225
WH001668,PRD001668,1951,2122,3310
WH001669,PRD001669,6549,3448,742
WH001670,PRD001670,503,3584,115
WH001671,PRD001671,6261,312,3708
WH001672,PRD001672,9767,4140,3921
WH001673,PRD001673,5286,3580,2275
WH001674,PRD001674,2636,1867,1995
WH001675,PRD001675,3301,4716,746
WH001676,PRD001676,2217,46,4512
WH001677,PRD001677,6629,4519,4762
WH001678,PRD001678,5728,3674,1921
WH001679,PRD001679,1730,3753,3311
WH001680,PRD001680,3337,873,2834
WH001681,PRD001681,8369,4466,3115
WH001682,PRD001682,405,149,2338
WH001683,PRD001683,5756,677,2683
WH001684,PRD001684,766,2146,327
WH001685,PRD001685,2763,3576,1298
WH001686,PRD001686,8087,2536,2001
WH001687,PRD001687,4826,4321,3800
WH001688,PRD001688,2828,2596,2113
WH001689,PRD001689,6864,2030,1011
WH001690,PRD001690,9106,651,4127
WH001691,PRD001691,7571,2602,93
WH001692,PRD001692,4703,4766,2409
WH001693,PRD001693,4869,2926,4337
WH001694,PRD001694,1379,814,4559
WH001695,PRD001695,4800,590,1928
WH001696,PRD001696,4634,1149,704
WH001697,PRD001697,350,2182,6
WH001698,PRD001698,3436,2487,3086
WH001699,PRD001699,7609,227,1852
WH001700,PRD001700,1728,4792,4843
WH001701,PRD001701,9186,2570,4481
WH001702,PRD001702,6502,4206,1151
WH001703,PRD001703,4849,1927,1806
WH001704,PRD001704,5242,4581,3310
WH001705,PRD001705,3302,1199,2597
WH001706,PRD001706,4146,3261,3262
WH001707,PRD001707,2243,2798,2234
WH001708,PRD001708,8284,2526,2974
WH001709,PRD001709,417,856,1344
WH001710,PRD001710,2168,3490,304
WH001711,PRD001711,8526,4269,2839
WH001712,PRD001712,2468,1901,165
WH001713,PRD001713,2856,3971,3825
WH001714,PRD001714,2888,1039,4286
WH001715,PRD001715,4572,1828,3551
WH001716,PRD001716,2140,562,4021
WH001717,PRD001717,1030,408,4558
WH001718,PRD001718,3327,1239,4339
WH001719,PRD001719,6695,2933,4177
WH001720,PRD001720,4665,2034,424
WH001721,PRD001721,3723,2074,3018
WH001722,PRD001722,6985,4542,4186
WH001723,PRD001723,197,3182,968
WH001724,PRD001724,6382,3224,2903
WH001725,PRD001725,9118,4897,4593
WH001726,PRD001726,183,4929,346
WH001727,PRD001727,4588,2978,325
WH001728,PRD001728,2519,4760,2928
WH001729,PRD001729,2762,4346,1371
WH001730,PRD001730,9569,2900,451
WH001731,PRD001731,5389,1277,917
WH001732,PRD001732,3400,66,468
WH001733,PRD001733,1996,382,2668
WH001734,PRD001734,5752,4346,1770
WH001735,PRD001735,6890,1603,2255
WH001736,PRD001736,5093,3740,3548
WH001737,PRD001737,2011,2647,2475
WH001738,PRD001738,3990,3145,677
WH001739,PRD001739,6557,331,2523
WH001740,PRD001740,590,2720,2421
WH001741,PRD001741,7092,4725,168
WH001742,PRD001742,4731,4686,3092
WH001743,PRD001743,2286,2946,333
WH001744,PRD001744,4541,3707,4649
WH001745,PRD001745,1834,3921,4462
WH001746,PRD001746,7228,2631,11
WH001747,PRD001747,9466,3188,2023
WH001748,PRD001748,2112,2145,4345
WH001749,PRD001749,714,1444,1327
WH001750,PRD001750,8123,1125,3441
WH001751,PRD001751,6905,1083,4274
WH001752,PRD001752,636,1929,1020
WH001753,PRD001753,4864,2697,216
WH001754,PRD001754,9768,1303,2304
WH001755,PRD001755,9934,1397,840
WH001756,PRD001756,759,560,3139
WH001757,PRD001757,8488,3577,1669
WH001758,PRD001758,8138,3898,4271
WH001759,PRD001759,9866,2999,2312
WH001760,PRD001760,5700,976,3591
WH001761,PRD001761,452,4487,3405
WH001762,PRD001762,3323,4654,4491
WH001763,PRD001763,7565,4846,798
WH001764,PRD001764,1936,4057,4752
WH001765,PRD001765,7611,164,2840
WH001766,PRD001766,1214,1672,3266
WH001767,PRD001767,3510,323,777
WH001768,PRD001768,9872,3666,2985
WH001769,PRD001769,7974,770,2520
WH001770,PRD001770,1292,1555,1074
WH001771,PRD001771,1823,2630,3839
WH001772,PRD001772,2741,4751,2610
WH001773,PRD001773,1347,4478,2258
WH001774,PRD001774,4214,698,3675
WH001775,PRD001775,380,3391,1512
WH001776,PRD001776,686,4594,4931
WH001777,PRD001777,8779,761,424
WH001778,PRD001778,2553,448,2049
WH001779,PRD001779,9519,3942,4406
WH001780,PRD001780,2103,2803,464
WH001781,PRD001781,7892,1744,402
WH001782,PRD001782,5381,3223,267
WH001783,PRD001783,1887,1614,4438
WH001784,PRD001784,5543,633,2128
WH001785,PRD001785,3403,1267,3435
WH001786,PRD001786,5478,3519,1110
WH001787,PRD001787,7654,4392,4170
WH001788,PRD001788,6741,1657,3438
WH001789,PRD001789,6408,3010,3540
WH001790,PRD001790,8914,4248,2948
WH001791,PRD001791,2666,2275,1639
WH001792,PRD001792,4329,2080,927
WH001793,PRD001793,8991,977,3104
WH001794,PRD001794,8635,1628,772
WH001795,PRD001795,9605,2433,1634
WH001796,PRD001796,9466,4145,2205
WH001797,PRD001797,9022,433,647
WH001798,PRD001798,6351,1877,410
WH001799,PRD001799,8479,3445,1157
WH001800,PRD001800,887,1252,4367
WH001801,PRD001801,2766,4500,1636
WH001802,PRD001802,8560,4194,3121
WH001803,PRD001803,8804,4748,1729
WH001804,PRD001804,4603,2898,4961
WH001805,PRD001805,7661,728,359
WH001806,PRD001806,7782,4632,2764
WH001807,PRD001807,5068,1486,837
WH001808,PRD001808,4809,4916,3492
WH001809,PRD001809,1185,3496,3561
WH001810,PRD001810,6945,2406,3930
WH001811,PRD001811,6431,4439,2622
WH001812,PRD001812,5118,4054,3507
WH001813,PRD001813,7414,1953,3602
WH001814,PRD001814,5375,577,4088
WH001815,PRD001815,1897,2476,4346
WH001816,PRD001816,8317,1060,4815
WH001817,PRD001817,3397,2668,187
WH001818,PRD001818,1147,818,2206
WH001819,PRD001819,2403,1385,2782
WH001820,PRD001820,4299,1387,4703
WH001821,PRD001821,5147,944,3113
WH001822,PRD001822,9626,1606,101
WH001823,PRD001823,1408,1600,1941
WH001824,PRD001824,5282,3161,2082
WH001825,PRD001825,9492,390,2707
WH001826,PRD001826,6857,76,4179
WH001827,PRD001827,2977,1364,1790
WH001828,PRD001828,3119,2371,161
WH001829,PRD001829,308,3250,2529
WH001830,PRD001830,2657,2436,3713
WH001831,PRD001831,8196,1438,727
WH001832,PRD001832,6901,2537,668
WH001833,PRD001833,5951,2615,3803
WH001834,PRD001834,244,2155,2550
WH001835,PRD001835,1572,3685,60
WH001836,PRD001836,9785,3536,553
WH001837,PRD001837,4855,2212,235
WH001838,PRD001838,4378,1277,2493
WH001839,PRD001839,6132,4104,4783
WH001840,PRD001840,2784,2544,4409
WH001841,PRD001841,9028,1815,1336
WH001842,PRD001842,7121,3710,143
WH001843,PRD001843,1632,3950,438
WH001844,PRD001844,5004,3342,2610
WH001845,PRD001845,5191,2395,3211
WH001846,PRD001846,5310,2458,1140
WH001847,PRD001847,1856,2017,120
WH001848,PRD001848,442,328,181
WH001849,PRD001849,5965,4979,3774
WH001850,PRD001850,788,2302,1604
WH001851,PRD001851,1102,3356,4231
WH001852,PRD001852,8481,2573,489
WH001853,PRD001853,1598,926,3812
WH001854,PRD001854,985,2404,3353
WH001855,PRD001855,7050,924,4889
WH001856,PRD001856,3204,3463,215
WH001857,PRD001857,2784,2735,4494
WH001858,PRD001858,6372,1197,4244
WH001859,PRD001859,5452,1487,3486
WH001860,PRD001860,6881,3441,3509
WH001861,PRD001861,8569,4472,3385
WH001862,PRD001862,604,3962,2963
WH001863,PRD001863,5175,2499,4139
WH001864,PRD001864,6324,3826,1457
WH001865,PRD001865,1149,405,2627
WH001866,PRD001866,7504,4610,3102
WH001867,PRD001867,8509,1262,1717
WH001868,PRD001868,6970,4526,2277
WH001869,PRD001869,7685,3083,2277
WH001870,PRD001870,8284,1603,2849
WH001871,PRD001871,7974,2866,4373
WH001872,PRD001872,2933,1212,418
WH001873,PRD001873,6500,3406,3683
WH001874,PRD001874,5875,1670,4470
WH001875,PRD001875,1829,1301,1530
WH001876,PRD001876,2387,3630,3172
WH001877,PRD001877,7838,2717,4880
WH001878,PRD001878,5483,2591,3093
WH001879,PRD001879,3163,217,2147
WH001880,PRD001880,7354,3831,3932
WH001881,PRD001881,1582,1804,1744
WH001882,PRD001882,2669,3541,3223
WH001883,PRD001883,3536,670,3130
WH001884,PRD001884,4497,4611,3999
WH001885,PRD001885,2661,24,3891
WH001886,PRD001886,2028,4968,1011
WH001887,PRD001887,5189,1972,2398
WH001888,PRD001888,1340,4622,3539
WH001889,PRD001889,1586,1938,4706
WH001890,PRD001890,4568,1757,227
WH001891,PRD001891,7978,1965,3493
WH001892,PRD001892,7700,1108,4398
WH001893,PRD001893,3962,4969,2662
WH001894,PRD001894,1707,4862,408
WH001895,PRD001895,4371,37,3133
WH001896,PRD001896,2039,333,899
WH001897,PRD001897,5045,4926,1039
WH001898,PRD001898,2465,985,9
WH001899,PRD001899,2411,3327,4971
WH001900,PRD001900,4363,1551,4749
WH001901,PRD001901,6787,1561,2476
WH001902,PRD001902,3479,3219,4882
WH001903,PRD001903,3265,2340,4217
WH001904,PRD001904,4556,4178,4676
WH001905,PRD001905,5697,864,4644
WH001906,PRD001906,4844,4505,821
WH001907,PRD001907,6949,2581,2327
WH001908,PRD001908,5835,3851,2617
WH001909,PRD001909,4147,4718,2600
WH001910,PRD001910,7484,2593,1970
WH001911,PRD001911,8495,4658,89
WH001912,PRD001912,6108,2020,4178
WH001913,PRD001913,6737,2299,3871
WH001914,PRD001914,2307,3201,3264
WH001915,PRD001915,8779,4566,2629
WH001916,PRD001916,2500,699,4579
WH001917,PRD001917,5737,3280,2550
WH001918,PRD001918,8608,698,1299
WH001919,PRD001919,9646,723,3293
WH001920,PRD001920,7770,1788,4380
WH001921,PRD001921,8731,1879,2183
WH001922,PRD001922,2254,4026,4780
WH001923,PRD001923,5388,3878,4163
WH001924,PRD001924,6579,4431,4505
WH001925,PRD001925,8769,2052,4253
WH001926,PRD001926,8948,4106,2506
WH001927,PRD001927,9385,189,1453
WH001928,PRD001928,1643,3490,2478
WH001929,PRD001929,5869,1712,1736
WH001930,PRD001930,3570,2619,3174
WH001931,PRD001931,5245,3044,4482
WH001932,PRD001932,2733,748,4761
WH001933,PRD001933,4758,1133,4213
WH001934,PRD001934,4424,2043,1420
WH001935,PRD001935,9478,377,4520
WH001936,PRD001936,5809,1219,1305
WH001937,PRD001937,11,172,1353
WH001938,PRD001938,34,3677,1622
WH001939,PRD001939,3009,3239,1714
WH001940,PRD001940,3832,1250,2935
WH001941,PRD001941,8493,1751,2124
WH001942,PRD001942,7092,3318,233
WH001943,PRD001943,511,3847,3633
WH001944,PRD001944,9403,1813,3617
WH001945,PRD001945,5053,2898,722
WH001946,PRD001946,8583,1240,1843
WH001947,PRD001947,597,47,4575
WH001948,PRD001948,1753,3816,4397
WH001949,PRD001949,4848,3311,2955
WH001950,PRD001950,4119,3237,530
WH001951,PRD001951,417,855,1260
WH001952,PRD001952,9757,1125,3396
WH001953,PRD001953,2723,939,2608
WH001954,PRD001954,2410,1741,3721
WH001955,PRD001955,352,392,621
WH001956,PRD001956,7202,1771,841
WH001957,PRD001957,565,4315,1580
WH001958,PRD001958,8898,470,2322
WH001959,PRD001959,776,260,631
WH001960,PRD001960,2236,1757,416
WH001961,PRD001961,6018,1633,3721
WH001962,PRD001962,4484,4836,2430
WH001963,PRD001963,8938,3889,4304
WH001964,PRD001964,9523,623,852
WH001965,PRD001965,7870,213,3575
WH001966,PRD001966,7716,3064,1872
WH001967,PRD001967,2654,1972,4734
WH001968,PRD001968,5676,248,2582
WH001969,PRD001969,1116,3834,2296
WH001970,PRD001970,6104,4099,3087
WH001971,PRD001971,1173,996,555
WH001972,PRD001972,2899,3096,2590
WH001973,PRD001973,8318,4924,2440
WH001974,PRD001974,8947,3723,1685
WH001975,PRD001975,823,1476,1010
WH001976,PRD001976,1181,3945,4860
WH001977,PRD001977,8912,55,922
WH001978,PRD001978,4957,112,4106
WH001979,PRD001979,874,4478,4806
WH001980,PRD001980,5649,3305,1497
WH001981,PRD001981,5189,1258,1252
WH001982,PRD001982,4031,4166,2707
WH001983,PRD001983,1100,826,2636
WH001984,PRD001984,1562,4797,3077
WH001985,PRD001985,9490,2498,1526
WH001986,PRD001986,9504,1517,2570
WH001987,PRD001987,4591,1787,2195
WH001988,PRD001988,3555,3528,3347
WH001989,PRD001989,3276,1974,3316
WH001990,PRD001990,1095,1786,1651
WH001991,PRD001991,7240,3611,3316
WH001992,PRD001992,4082,3978,3179
WH001993,PRD001993,1528,4069,2342
WH001994,PRD001994,8508,2151,148
WH001995,PRD001995,1514,3444,1399
WH001996,PRD001996,8533,2793,4643
WH001997,PRD001997,8640,3260,807
WH001998,PRD001998,1741,3683,1846
WH001999,PRD001999,1881,3157,4753
WH002000,PRD002000,2340,745,900
WH002001,PRD002001,6015,3901,2135
WH002002,PRD002002,3634,4,4843
WH002003,PRD002003,4664,4828,4939
WH002004,PRD002004,7087,1146,883
WH002005,PRD002005,6017,2150,929
WH002006,PRD002006,4967,4476,2588
WH002007,PRD002007,976,2835,1325
WH002008,PRD002008,2725,3470,2230
WH002009,PRD002009,2142,3589,1531
WH002010,PRD002010,5346,1959,966
WH002011,PRD002011,4338,3429,4004
WH002012,PRD002012,6282,1146,3851
WH002013,PRD002013,4307,1733,808
WH002014,PRD002014,6771,3877,4239
WH002015,PRD002015,1543,3062,3253
WH002016,PRD002016,8261,3292,1636
WH002017,PRD002017,5835,1918,1589
WH002018,PRD002018,187,4200,4906
WH002019,PRD002019,676,3715,3798
WH002020,PRD002020,745,3972,168
WH002021,PRD002021,6893,2090,4477
WH002022,PRD002022,946,3314,1387
WH002023,PRD002023,5345,2668,2753
WH002024,PRD002024,8329,2973,3104
WH002025,PRD002025,2162,1762,945
WH002026,PRD002026,9046,736,976
WH002027,PRD002027,6691,4382,4128
WH002028,PRD002028,3511,3648,4138
WH002029,PRD002029,5762,4899,3676
WH002030,PRD002030,5975,2622,4461
WH002031,PRD002031,9601,3460,4498
WH002032,PRD002032,7454,507,1169
WH002033,PRD002033,4705,3630,1480
WH002034,PRD002034,9530,667,416
WH002035,PRD002035,4813,422,177
WH002036,PRD002036,6555,4209,1114
WH002037,PRD002037,6189,162,2222
WH002038,PRD002038,3398,518,3774
WH002039,PRD002039,1980,2340,3863
WH002040,PRD002040,2235,4059,3513
WH002041,PRD002041,5247,2723,2989
WH002042,PRD002042,1087,863,3581
WH002043,PRD002043,693,3532,1812
WH002044,PRD002044,3397,4958,3157
WH002045,PRD002045,9714,3117,2078
WH002046,PRD002046,8473,2536,3299
WH002047,PRD002047,6794,2056,2283
WH002048,PRD002048,2190,1825,2646
WH002049,PRD002049,892,4557,3600
WH002050,PRD002050,3739,1808,4468
WH002051,PRD002051,6003,3766,2027
WH002052,PRD002052,1196,2727,3998
WH002053,PRD002053,3289,3606,1697
WH002054,PRD002054,1486,3270,2546
WH002055,PRD002055,1102,3315,4633
WH002056,PRD002056,4476,1906,1276
WH002057,PRD002057,7257,2627,2103
WH002058,PRD002058,3966,1250,944
WH002059,PRD002059,5611,3142,4908
WH002060,PRD002060,8864,2903,4766
WH002061,PRD002061,4509,11,1869
WH002062,PRD002062,2176,906,3645
WH002063,PRD002063,5949,3456,3895
WH002064,PRD002064,5719,1491,4859
WH002065,PRD002065,6631,656,2443
WH002066,PRD002066,1679,3278,467
WH002067,PRD002067,3205,4015,4386
WH002068,PRD002068,9804,2,4707
WH002069,PRD002069,7905,4461,439
WH002070,PRD002070,2265,4708,3839
WH002071,PRD002071,6158,216,3833
WH002072,PRD002072,103,1011,719
WH002073,PRD002073,745,3523,4543
WH002074,PRD002074,5750,258,181
WH002075,PRD002075,9332,2738,4984
WH002076,PRD002076,2001,4780,631
WH002077,PRD002077,6691,296,4029
WH002078,PRD002078,3090,3699,3188
WH002079,PRD002079,4759,3598,4599
WH002080,PRD002080,4252,4312,2667
WH002081,PRD002081,4233,1393,3538
WH002082,PRD002082,5363,948,2340
WH002083,PRD002083,1189,2899,3250
WH002084,PRD002084,5739,988,2271
WH002085,PRD002085,1916,2598,1093
WH002086,PRD002086,6509,1697,4448
WH002087,PRD002087,8400,1659,1068
WH002088,PRD002088,9940,3658,509
WH002089,PRD002089,2792,4352,4981
WH002090,PRD002090,9385,1990,1462
WH002091,PRD002091,4496,2776,3891
WH002092,PRD002092,6152,3336,3817
WH002093,PRD002093,3379,1849,1282
WH002094,PRD002094,8003,2814,3610
WH002095,PRD002095,3419,3998,1585
WH002096,PRD002096,2006,1489,2685
WH002097,PRD002097,6423,1834,4139
WH002098,PRD002098,3815,1731,3472
WH002099,PRD002099,2116,2547,4326
WH002100,PRD002100,37,3583,4134
WH002101,PRD002101,3775,3371,2560
WH002102,PRD002102,2219,929,1904
WH002103,PRD002103,8014,671,3326
WH002104,PRD002104,4361,3994,507
WH002105,PRD002105,9710,4954,869
WH002106,PRD002106,9733,1729,2888
WH002107,PRD002107,3722,2631,1471
WH002108,PRD002108,1309,4087,3491
WH002109,PRD002109,9970,4178,651
WH002110,PRD002110,9710,1991,2495
WH002111,PRD002111,2784,4002,4807
WH002112,PRD002112,6918,795,4149
WH002113,PRD002113,8193,3101,2654
WH002114,PRD002114,3289,4377,4558
WH002115,PRD002115,2859,3865,2256
WH002116,PRD002116,2477,3533,2897
WH002117,PRD002117,9691,2741,221
WH002118,PRD002118,3178,2908,1653
WH002119,PRD002119,6143,735,2735
WH002120,PRD002120,9051,140,310
WH002121,PRD002121,4474,1809,4345
WH002122,PRD002122,428,2548,1385
WH002123,PRD002123,5577,4123,2220
WH002124,PRD002124,6374,4896,3377
WH002125,PRD002125,2294,4934,1357
WH002126,PRD002126,2360,4399,3047
WH002127,PRD002127,9732,1778,1733
WH002128,PRD002128,9930,519,3092
WH002129,PRD002129,6219,3698,3036
WH002130,PRD002130,5830,3766,3461
WH002131,PRD002131,4990,2104,1500
WH002132,PRD002132,5534,1766,3194
WH002133,PRD002133,5973,3012,3705
WH002134,PRD002134,196,4660,1427
WH002135,PRD002135,5535,872,2160
WH002136,PRD002136,4606,4367,3269
WH002137,PRD002137,8653,3828,2738
WH002138,PRD002138,9739,1715,1458
WH002139,PRD002139,1322,4630,2175
WH002140,PRD002140,4332,1678,4322
WH002141,PRD002141,3637,4721,4790
WH002142,PRD002142,6659,761,1091
WH002143,PRD002143,5607,3773,2712
WH002144,PRD002144,2064,4249,864
WH002145,PRD002145,7497,4818,2941
WH002146,PRD002146,7123,4443,2366
WH002147,PRD002147,684,2923,3711
WH002148,PRD002148,1895,2625,2384
