container_id,shipment_id,container_type,status,current_location
CNT000965,SHP000138,20ft,Delayed,Singapore Port
CNT000966,SHP001211,Reefer,Delayed,Lagos Port
CNT000967,SHP000678,Reefer,In Transit,Lagos Port
CNT000968,SHP002690,20ft,In Transit,Durban Port
CNT000969,SHP001967,20ft,Delivered,Rotterdam Port
CNT000970,SHP002602,20ft,Delayed,Singapore Port
CNT000971,SHP001495,Reefer,Delivered,Dubai Port
CNT000972,SHP001456,20ft,In Transit,Shanghai Port
CNT000973,SHP000462,20ft,In Transit,Lagos Port
CNT000974,SHP000986,Reefer,In Transit,Durban Port
CNT000975,SHP000152,40ft,In Transit,Rotterdam Port
CNT000976,SHP001121,40ft,Delivered,Durban Port
CNT000977,SHP002795,40ft,Delivered,Shanghai Port
CNT000978,SHP002308,Reefer,In Transit,Lagos Port
CNT000979,SHP002830,20ft,Delivered,Los Angeles Port
CNT000980,SHP002491,40ft,In Transit,Durban Port
CNT000981,SHP001622,Reefer,Delivered,Rotterdam Port
CNT000982,SHP001523,40ft,Delivered,Hamburg Port
CNT000983,SHP002957,40ft,Delivered,Dubai Port
CNT000984,SHP001180,Reefer,Delivered,Hamburg Port
CNT000985,SHP000124,40ft,Delayed,Hamburg Port
CNT000986,SHP001503,Reefer,Delayed,Durban Port
CNT000987,SHP000991,40ft,Delivered,Rotterdam Port
CNT000988,SHP002945,40ft,In Transit,Rotterdam Port
CNT000989,SHP000998,40ft,Delayed,Durban Port
CNT000990,SHP000770,Reefer,Delivered,Los Angeles Port
CNT000991,SHP001384,40ft,In Transit,Singapore Port
CNT000992,SHP000986,Reefer,Delivered,Rotterdam Port
CNT000993,SHP001411,40ft,Delayed,Dubai Port
CNT000994,SHP002750,Reefer,Delivered,Los Angeles Port
CNT000995,SHP001565,40ft,In Transit,Durban Port
CNT000996,SHP001718,Reefer,In Transit,Durban Port
CNT000997,SHP002860,Reefer,Delivered,Lagos Port
CNT000998,SHP001287,Reefer,Delivered,Shanghai Port
CNT000999,SHP000354,20ft,In Transit,Los Angeles Port
CNT001000,SHP001452,Reefer,Delayed,Los Angeles Port
CNT001001,SHP000339,20ft,Delivered,Singapore Port
CNT001002,SHP001915,Reefer,Delayed,Hamburg Port
CNT001003,SHP000127,40ft,Delayed,Hamburg Port
CNT001004,SHP000909,20ft,Delayed,Dubai Port
CNT001005,SHP001810,40ft,Delayed,Hamburg Port
CNT001006,SHP002380,Reefer,Delayed,Lagos Port
CNT001007,SHP002935,40ft,Delivered,Los Angeles Port
CNT001008,SHP000372,40ft,In Transit,Dubai Port
CNT001009,SHP000202,20ft,Delayed,Durban Port
CNT001010,SHP000007,Reefer,In Transit,Singapore Port
CNT001011,SHP002430,20ft,Delayed,Dubai Port
CNT001012,SHP000891,40ft,Delayed,Lagos Port
CNT001013,SHP002036,Reefer,In Transit,Singapore Port
CNT001014,SHP002564,20ft,Delayed,Durban Port
CNT001015,SHP002130,40ft,Delayed,Los Angeles Port
CNT001016,SHP001043,Reefer,Delayed,Durban Port
CNT001017,SHP002100,Reefer,Delayed,Dubai Port
CNT001018,SHP002633,Reefer,In Transit,Los Angeles Port
CNT001019,SHP001572,20ft,In Transit,Durban Port
CNT001020,SHP001956,20ft,Delivered,Rotterdam Port
CNT001021,SHP002915,40ft,In Transit,Durban Port
CNT001022,SHP001968,Reefer,Delayed,Lagos Port
CNT001023,SHP000717,20ft,Delayed,Hamburg Port
CNT001024,SHP002289,Reefer,In Transit,Singapore Port
CNT001025,SHP001417,20ft,In Transit,Singapore Port
CNT001026,SHP002345,Reefer,In Transit,Shanghai Port
CNT001027,SHP001474,40ft,In Transit,Rotterdam Port
CNT001028,SHP001707,40ft,In Transit,Singapore Port
CNT001029,SHP000953,40ft,Delivered,Dubai Port
CNT001030,SHP000255,40ft,Delivered,Singapore Port
CNT001031,SHP001310,Reefer,In Transit,Shanghai Port
CNT001032,SHP001546,20ft,Delayed,Lagos Port
CNT001033,SHP001037,Reefer,Delivered,Singapore Port
CNT001034,SHP000207,Reefer,Delayed,Durban Port
CNT001035,SHP001248,Reefer,Delayed,Los Angeles Port
CNT001036,SHP001784,40ft,In Transit,Shanghai Port
CNT001037,SHP000299,Reefer,Delivered,Singapore Port
CNT001038,SHP000096,Reefer,Delayed,Los Angeles Port
CNT001039,SHP002579,40ft,Delivered,Hamburg Port
CNT001040,SHP001044,Reefer,Delivered,Durban Port
CNT001041,SHP001396,20ft,Delayed,Los Angeles Port
CNT001042,SHP001324,40ft,Delivered,Dubai Port
CNT001043,SHP000306,20ft,Delayed,Durban Port
CNT001044,SHP002704,Reefer,In Transit,Shanghai Port
CNT001045,SHP000743,Reefer,Delayed,Dubai Port
CNT001046,SHP001650,20ft,In Transit,Los Angeles Port
CNT001047,SHP001956,Reefer,In Transit,Hamburg Port
CNT001048,SHP000003,Reefer,In Transit,Hamburg Port
CNT001049,SHP001305,20ft,In Transit,Rotterdam Port
CNT001050,SHP002342,40ft,Delayed,Shanghai Port
CNT001051,SHP002761,40ft,In Transit,Lagos Port
CNT001052,SHP000378,20ft,Delivered,Dubai Port
CNT001053,SHP001402,Reefer,Delayed,Durban Port
CNT001054,SHP002029,20ft,In Transit,Shanghai Port
CNT001055,SHP002787,Reefer,Delivered,Durban Port
CNT001056,SHP001682,20ft,Delivered,Hamburg Port
CNT001057,SHP001971,20ft,Delayed,Singapore Port
CNT001058,SHP001892,Reefer,In Transit,Durban Port
CNT001059,SHP001642,20ft,Delivered,Durban Port
CNT001060,SHP000110,Reefer,Delivered,Los Angeles Port
CNT001061,SHP001198,Reefer,In Transit,Shanghai Port
CNT001062,SHP001864,40ft,Delayed,Lagos Port
CNT001063,SHP001362,20ft,Delivered,Los Angeles Port
CNT001064,SHP002607,20ft,Delivered,Hamburg Port
CNT001065,SHP001718,40ft,Delayed,Dubai Port
CNT001066,SHP000762,20ft,Delivered,Durban Port
CNT001067,SHP002039,Reefer,Delivered,Shanghai Port
CNT001068,SHP001412,Reefer,Delivered,Dubai Port
CNT001069,SHP000777,20ft,Delayed,Los Angeles Port
CNT001070,SHP000514,20ft,In Transit,Los Angeles Port
CNT001071,SHP002141,Reefer,Delivered,Dubai Port
CNT001072,SHP001030,Reefer,In Transit,Shanghai Port
CNT001073,SHP002238,Reefer,In Transit,Durban Port
CNT001074,SHP000757,20ft,Delivered,Shanghai Port
CNT001075,SHP000365,20ft,In Transit,Los Angeles Port
CNT001076,SHP000901,40ft,Delayed,Shanghai Port
CNT001077,SHP002275,40ft,Delayed,Lagos Port
CNT001078,SHP001377,40ft,Delayed,Rotterdam Port
CNT001079,SHP001298,20ft,In Transit,Los Angeles Port
CNT001080,SHP000448,40ft,Delivered,Lagos Port
CNT001081,SHP001675,Reefer,In Transit,Durban Port
CNT001082,SHP002091,20ft,In Transit,Hamburg Port
CNT001083,SHP001655,Reefer,Delivered,Shanghai Port
CNT001084,SHP001508,Reefer,Delayed,Hamburg Port
CNT001085,SHP001008,Reefer,Delivered,Dubai Port
CNT001086,SHP000497,40ft,In Transit,Shanghai Port
CNT001087,SHP000080,Reefer,Delayed,Los Angeles Port
CNT001088,SHP001631,40ft,Delayed,Singapore Port
CNT001089,SHP001710,40ft,Delayed,Lagos Port
CNT001090,SHP002905,Reefer,Delivered,Lagos Port
CNT001091,SHP002576,40ft,In Transit,Singapore Port
CNT001092,SHP002520,20ft,Delivered,Lagos Port
CNT001093,SHP002749,Reefer,Delayed,Lagos Port
CNT001094,SHP002521,Reefer,In Transit,Los Angeles Port
CNT001095,SHP000177,20ft,In Transit,Rotterdam Port
CNT001096,SHP002390,40ft,Delivered,Dubai Port
CNT001097,SHP000541,Reefer,Delayed,Dubai Port
CNT001098,SHP002505,20ft,Delivered,Durban Port
CNT001099,SHP001617,40ft,In Transit,Singapore Port
CNT001100,SHP000714,Reefer,Delayed,Shanghai Port
CNT001101,SHP001325,40ft,In Transit,Shanghai Port
CNT001102,SHP002474,20ft,In Transit,Durban Port
CNT001103,SHP001636,40ft,In Transit,Hamburg Port
CNT001104,SHP000671,40ft,Delivered,Lagos Port
CNT001105,SHP002723,20ft,In Transit,Shanghai Port
CNT001106,SHP000315,Reefer,In Transit,Shanghai Port
CNT001107,SHP002481,20ft,Delivered,Dubai Port
CNT001108,SHP000365,40ft,Delayed,Lagos Port
CNT001109,SHP001372,Reefer,Delayed,Singapore Port
CNT001110,SHP000626,40ft,Delivered,Durban Port
CNT001111,SHP001209,20ft,Delayed,Durban Port
CNT001112,SHP002535,20ft,In Transit,Durban Port
CNT001113,SHP002803,20ft,Delivered,Dubai Port
CNT001114,SHP002196,20ft,In Transit,Singapore Port
CNT001115,SHP001504,20ft,Delivered,Durban Port
CNT001116,SHP001714,20ft,Delayed,Shanghai Port
CNT001117,SHP002622,20ft,Delivered,Rotterdam Port
CNT001118,SHP000908,Reefer,In Transit,Hamburg Port
CNT001119,SHP001782,Reefer,Delivered,Los Angeles Port
CNT001120,SHP002114,Reefer,Delivered,Los Angeles Port
CNT001121,SHP002734,Reefer,In Transit,Singapore Port
CNT001122,SHP001782,Reefer,Delivered,Rotterdam Port
CNT001123,SHP002443,20ft,Delivered,Rotterdam Port
CNT001124,SHP002603,40ft,In Transit,Los Angeles Port
CNT001125,SHP000858,40ft,In Transit,Los Angeles Port
CNT001126,SHP000372,Reefer,In Transit,Lagos Port
CNT001127,SHP002565,Reefer,Delivered,Lagos Port
CNT001128,SHP002582,20ft,Delayed,Dubai Port
CNT001129,SHP000589,Reefer,Delayed,Los Angeles Port
CNT001130,SHP002530,20ft,Delivered,Hamburg Port
CNT001131,SHP000604,40ft,In Transit,Los Angeles Port
CNT001132,SHP001826,Reefer,Delivered,Shanghai Port
CNT001133,SHP001162,Reefer,Delayed,Hamburg Port
CNT001134,SHP001583,20ft,In Transit,Singapore Port
CNT001135,SHP002069,20ft,In Transit,Dubai Port
CNT001136,SHP001582,Reefer,Delivered,Singapore Port
CNT001137,SHP000683,Reefer,Delayed,Los Angeles Port
CNT001138,SHP000489,Reefer,In Transit,Rotterdam Port
CNT001139,SHP000402,20ft,Delivered,Singapore Port
CNT001140,SHP000159,40ft,Delivered,Rotterdam Port
CNT001141,SHP001652,Reefer,Delayed,Singapore Port
CNT001142,SHP000925,20ft,In Transit,Dubai Port
CNT001143,SHP001804,20ft,Delayed,Hamburg Port
CNT001144,SHP000986,40ft,Delayed,Dubai Port
CNT001145,SHP001322,Reefer,Delivered,Hamburg Port
CNT001146,SHP001073,20ft,Delayed,Hamburg Port
CNT001147,SHP000177,20ft,In Transit,Lagos Port
CNT001148,SHP000949,20ft,In Transit,Rotterdam Port
CNT001149,SHP000061,20ft,Delivered,Rotterdam Port
CNT001150,SHP002001,20ft,Delivered,Rotterdam Port
CNT001151,SHP000119,20ft,In Transit,Singapore Port
CNT001152,SHP002833,Reefer,In Transit,Hamburg Port
CNT001153,SHP001389,20ft,Delayed,Durban Port
CNT001154,SHP001041,20ft,Delivered,Dubai Port
CNT001155,SHP002127,Reefer,In Transit,Rotterdam Port
CNT001156,SHP001600,40ft,Delayed,Durban Port
CNT001157,SHP000604,Reefer,In Transit,Shanghai Port
CNT001158,SHP001204,40ft,Delivered,Shanghai Port
CNT001159,SHP002121,20ft,Delivered,Los Angeles Port
CNT001160,SHP000170,40ft,Delivered,Los Angeles Port
CNT001161,SHP002003,20ft,Delivered,Shanghai Port
CNT001162,SHP000573,20ft,In Transit,Singapore Port
CNT001163,SHP000740,40ft,Delayed,Singapore Port
CNT001164,SHP001291,40ft,Delayed,Lagos Port
CNT001165,SHP001976,Reefer,In Transit,Lagos Port
CNT001166,SHP001874,Reefer,Delayed,Singapore Port
CNT001167,SHP001713,20ft,In Transit,Dubai Port
CNT001168,SHP000634,Reefer,Delivered,Rotterdam Port
CNT001169,SHP000414,20ft,Delayed,Dubai Port
CNT001170,SHP000810,40ft,In Transit,Rotterdam Port
CNT001171,SHP002753,20ft,Delayed,Singapore Port
CNT001172,SHP000012,40ft,In Transit,Dubai Port
CNT001173,SHP002932,20ft,Delivered,Singapore Port
CNT001174,SHP000523,Reefer,Delayed,Durban Port
CNT001175,SHP001189,Reefer,Delayed,Los Angeles Port
CNT001176,SHP001977,40ft,Delayed,Dubai Port
CNT001177,SHP002271,20ft,Delayed,Rotterdam Port
CNT001178,SHP000912,20ft,Delivered,Durban Port
CNT001179,SHP001263,20ft,In Transit,Lagos Port
CNT001180,SHP002531,Reefer,Delayed,Rotterdam Port
CNT001181,SHP002203,20ft,In Transit,Rotterdam Port
CNT001182,SHP000332,40ft,Delivered,Singapore Port
CNT001183,SHP001880,Reefer,Delivered,Lagos Port
CNT001184,SHP000507,20ft,Delivered,Lagos Port
CNT001185,SHP001245,40ft,Delivered,Dubai Port
CNT001186,SHP002759,Reefer,In Transit,Shanghai Port
CNT001187,SHP002512,40ft,Delayed,Durban Port
CNT001188,SHP000814,Reefer,In Transit,Shanghai Port
CNT001189,SHP001632,40ft,Delayed,Hamburg Port
CNT001190,SHP002482,Reefer,Delayed,Lagos Port
CNT001191,SHP000780,40ft,Delivered,Singapore Port
CNT001192,SHP001332,20ft,Delayed,Los Angeles Port
CNT001193,SHP002325,40ft,Delayed,Los Angeles Port
CNT001194,SHP000041,Reefer,Delivered,Singapore Port
CNT001195,SHP002062,20ft,Delayed,Shanghai Port
CNT001196,SHP000265,40ft,Delivered,Durban Port
CNT001197,SHP000440,20ft,Delayed,Shanghai Port
CNT001198,SHP001055,Reefer,Delayed,Dubai Port
CNT001199,SHP001643,Reefer,Delivered,Singapore Port
CNT001200,SHP002765,40ft,In Transit,Los Angeles Port
CNT001201,SHP000628,Reefer,Delayed,Shanghai Port
CNT001202,SHP000381,20ft,Delivered,Durban Port
CNT001203,SHP001076,Reefer,Delivered,Durban Port
CNT001204,SHP001429,20ft,Delayed,Singapore Port
CNT001205,SHP000544,Reefer,Delayed,Hamburg Port
CNT001206,SHP000179,20ft,Delivered,Rotterdam Port
CNT001207,SHP000528,Reefer,Delivered,Rotterdam Port
CNT001208,SHP002106,20ft,Delayed,Los Angeles Port
CNT001209,SHP002664,20ft,In Transit,Hamburg Port
CNT001210,SHP000601,Reefer,Delayed,Durban Port
CNT001211,SHP000629,40ft,In Transit,Lagos Port
CNT001212,SHP000027,40ft,Delayed,Durban Port
CNT001213,SHP002595,20ft,Delayed,Dubai Port
CNT001214,SHP001391,Reefer,In Transit,Shanghai Port
CNT001215,SHP002408,Reefer,In Transit,Dubai Port
CNT001216,SHP000960,40ft,Delivered,Lagos Port
CNT001217,SHP002308,40ft,Delayed,Dubai Port
CNT001218,SHP001435,40ft,In Transit,Rotterdam Port
CNT001219,SHP001195,20ft,Delivered,Dubai Port
CNT001220,SHP000101,20ft,Delayed,Rotterdam Port
CNT001221,SHP002346,20ft,In Transit,Dubai Port
CNT001222,SHP000246,40ft,Delayed,Singapore Port
CNT001223,SHP000664,Reefer,Delayed,Lagos Port
CNT001224,SHP002815,20ft,Delayed,Durban Port
CNT001225,SHP002337,20ft,In Transit,Dubai Port
CNT001226,SHP002753,40ft,In Transit,Hamburg Port
CNT001227,SHP000608,40ft,Delivered,Hamburg Port
CNT001228,SHP000717,40ft,Delayed,Lagos Port
CNT001229,SHP002143,40ft,Delivered,Los Angeles Port
CNT001230,SHP000169,40ft,In Transit,Lagos Port
CNT001231,SHP000555,20ft,Delivered,Dubai Port
CNT001232,SHP001431,20ft,Delivered,Rotterdam Port
CNT001233,SHP001616,Reefer,In Transit,Shanghai Port
CNT001234,SHP001995,40ft,Delayed,Hamburg Port
CNT001235,SHP001257,20ft,In Transit,Shanghai Port
CNT001236,SHP000834,Reefer,Delivered,Hamburg Port
CNT001237,SHP001889,20ft,In Transit,Dubai Port
CNT001238,SHP001134,40ft,Delayed,Shanghai Port
CNT001239,SHP001884,Reefer,Delivered,Rotterdam Port
CNT001240,SHP000561,40ft,In Transit,Los Angeles Port
CNT001241,SHP002260,40ft,Delayed,Los Angeles Port
CNT001242,SHP000605,20ft,In Transit,Rotterdam Port
CNT001243,SHP002284,40ft,Delivered,Rotterdam Port
CNT001244,SHP001681,40ft,Delivered,Rotterdam Port
CNT001245,SHP001792,40ft,Delayed,Los Angeles Port
CNT001246,SHP002678,20ft,In Transit,Los Angeles Port
CNT001247,SHP002651,20ft,In Transit,Rotterdam Port
CNT001248,SHP001262,40ft,Delayed,Dubai Port
CNT001249,SHP002921,40ft,Delivered,Shanghai Port
CNT001250,SHP001913,Reefer,In Transit,Dubai Port
CNT001251,SHP000775,40ft,Delivered,Shanghai Port
CNT001252,SHP002772,40ft,Delayed,Shanghai Port
CNT001253,SHP000667,40ft,In Transit,Los Angeles Port
CNT001254,SHP000184,40ft,Delivered,Los Angeles Port
CNT001255,SHP001908,20ft,Delayed,Hamburg Port
CNT001256,SHP000126,20ft,In Transit,Lagos Port
CNT001257,SHP000658,Reefer,Delayed,Hamburg Port
CNT001258,SHP000778,40ft,Delivered,Durban Port
CNT001259,SHP000578,20ft,In Transit,Los Angeles Port
CNT001260,SHP001959,Reefer,Delivered,Los Angeles Port
CNT001261,SHP001912,20ft,Delivered,Shanghai Port
CNT001262,SHP002651,40ft,Delayed,Lagos Port
CNT001263,SHP001532,20ft,Delivered,Rotterdam Port
CNT001264,SHP000534,40ft,Delayed,Lagos Port
CNT001265,SHP001660,20ft,In Transit,Los Angeles Port
CNT001266,SHP001827,20ft,Delayed,Lagos Port
CNT001267,SHP000754,40ft,In Transit,Lagos Port
CNT001268,SHP002608,Reefer,Delivered,Los Angeles Port
CNT001269,SHP000785,Reefer,Delayed,Dubai Port
CNT001270,SHP000775,20ft,In Transit,Rotterdam Port
CNT001271,SHP001692,40ft,In Transit,Los Angeles Port
CNT001272,SHP002634,40ft,Delivered,Hamburg Port
CNT001273,SHP000105,20ft,Delayed,Rotterdam Port
CNT001274,SHP001574,Reefer,Delivered,Lagos Port
CNT001275,SHP002079,20ft,Delivered,Shanghai Port
CNT001276,SHP001082,20ft,In Transit,Los Angeles Port
CNT001277,SHP001218,Reefer,In Transit,Durban Port
CNT001278,SHP000274,Reefer,Delivered,Los Angeles Port
CNT001279,SHP000446,40ft,Delivered,Lagos Port
CNT001280,SHP002228,20ft,Delivered,Rotterdam Port
CNT001281,SHP001972,Reefer,Delivered,Shanghai Port
CNT001282,SHP001960,Reefer,Delayed,Lagos Port
CNT001283,SHP000971,Reefer,Delivered,Singapore Port
CNT001284,SHP001770,20ft,Delivered,Hamburg Port
CNT001285,SHP000083,Reefer,Delivered,Lagos Port
CNT001286,SHP000439,40ft,In Transit,Shanghai Port
CNT001287,SHP002672,40ft,In Transit,Los Angeles Port
CNT001288,SHP000744,40ft,In Transit,Durban Port
CNT001289,SHP001292,Reefer,In Transit,Dubai Port
CNT001290,SHP002068,40ft,Delivered,Los Angeles Port
CNT001291,SHP002360,Reefer,In Transit,Lagos Port
CNT001292,SHP002773,20ft,In Transit,Singapore Port
CNT001293,SHP000489,Reefer,In Transit,Lagos Port
CNT001294,SHP000719,20ft,In Transit,Shanghai Port
CNT001295,SHP000546,Reefer,Delivered,Los Angeles Port
CNT001296,SHP000030,20ft,Delayed,Los Angeles Port
CNT001297,SHP000372,Reefer,Delayed,Shanghai Port
CNT001298,SHP001053,Reefer,Delayed,Durban Port
CNT001299,SHP000454,Reefer,Delayed,Dubai Port
CNT001300,SHP002418,20ft,Delayed,Shanghai Port
CNT001301,SHP000078,20ft,In Transit,Hamburg Port
CNT001302,SHP000755,40ft,In Transit,Dubai Port
CNT001303,SHP001017,20ft,Delayed,Hamburg Port
CNT001304,SHP000306,20ft,Delayed,Lagos Port
CNT001305,SHP002752,Reefer,Delivered,Hamburg Port
CNT001306,SHP002307,Reefer,In Transit,Lagos Port
CNT001307,SHP002706,Reefer,Delivered,Durban Port
CNT001308,SHP001701,20ft,Delivered,Durban Port
CNT001309,SHP002996,20ft,Delayed,Rotterdam Port
CNT001310,SHP000551,Reefer,In Transit,Rotterdam Port
CNT001311,SHP001526,20ft,Delayed,Hamburg Port
CNT001312,SHP001367,20ft,In Transit,Lagos Port
CNT001313,SHP002347,20ft,Delayed,Durban Port
CNT001314,SHP000787,40ft,Delayed,Shanghai Port
CNT001315,SHP002300,20ft,Delayed,Los Angeles Port
CNT001316,SHP002927,Reefer,Delayed,Durban Port
CNT001317,SHP000905,20ft,In Transit,Hamburg Port
CNT001318,SHP002838,20ft,Delayed,Hamburg Port
CNT001319,SHP000438,Reefer,In Transit,Durban Port
CNT001320,SHP001065,Reefer,Delivered,Singapore Port
CNT001321,SHP001056,Reefer,In Transit,Dubai Port
CNT001322,SHP000661,Reefer,Delayed,Shanghai Port
CNT001323,SHP000728,40ft,Delayed,Lagos Port
CNT001324,SHP001783,40ft,Delayed,Durban Port
CNT001325,SHP000083,Reefer,In Transit,Los Angeles Port
CNT001326,SHP002873,40ft,In Transit,Lagos Port
CNT001327,SHP001559,20ft,In Transit,Durban Port
CNT001328,SHP000219,20ft,In Transit,Los Angeles Port
CNT001329,SHP001364,40ft,Delayed,Lagos Port
CNT001330,SHP002277,20ft,Delivered,Shanghai Port
CNT001331,SHP000707,40ft,Delayed,Rotterdam Port
CNT001332,SHP000181,20ft,Delayed,Shanghai Port
CNT001333,SHP001135,Reefer,Delayed,Lagos Port
CNT001334,SHP002444,40ft,In Transit,Los Angeles Port
CNT001335,SHP000131,Reefer,In Transit,Shanghai Port
CNT001336,SHP000020,40ft,Delivered,Rotterdam Port
CNT001337,SHP001704,40ft,Delivered,Dubai Port
CNT001338,SHP000784,20ft,Delayed,Shanghai Port
CNT001339,SHP000007,Reefer,Delayed,Rotterdam Port
CNT001340,SHP001823,20ft,Delivered,Dubai Port
CNT001341,SHP000227,20ft,Delayed,Los Angeles Port
CNT001342,SHP000645,40ft,Delivered,Lagos Port
CNT001343,SHP000793,40ft,In Transit,Los Angeles Port
CNT001344,SHP000053,20ft,Delivered,Lagos Port
CNT001345,SHP000611,20ft,In Transit,Dubai Port
CNT001346,SHP002828,Reefer,Delayed,Dubai Port
CNT001347,SHP001457,20ft,Delivered,Durban Port
CNT001348,SHP000027,20ft,Delayed,Shanghai Port
CNT001349,SHP000332,20ft,Delivered,Los Angeles Port
CNT001350,SHP002303,20ft,Delivered,Durban Port
CNT001351,SHP002822,Reefer,Delivered,Rotterdam Port
CNT001352,SHP001594,Reefer,Delayed,Dubai Port
CNT001353,SHP001266,20ft,In Transit,Los Angeles Port
CNT001354,SHP001511,40ft,In Transit,Los Angeles Port
CNT001355,SHP002343,40ft,In Transit,Lagos Port
CNT001356,SHP001710,Reefer,In Transit,Rotterdam Port
CNT001357,SHP002375,Reefer,In Transit,Dubai Port
CNT001358,SHP000131,40ft,In Transit,Rotterdam Port
CNT001359,SHP002610,20ft,Delayed,Durban Port
CNT001360,SHP002637,40ft,Delivered,Los Angeles Port
CNT001361,SHP002364,Reefer,In Transit,Shanghai Port
CNT001362,SHP002146,Reefer,In Transit,Dubai Port
CNT001363,SHP000481,20ft,Delayed,Lagos Port
CNT001364,SHP000234,20ft,Delivered,Dubai Port
CNT001365,SHP000685,40ft,Delivered,Hamburg Port
CNT001366,SHP002601,Reefer,Delayed,Singapore Port
CNT001367,SHP001503,20ft,Delivered,Lagos Port
CNT001368,SHP002196,Reefer,In Transit,Dubai Port
CNT001369,SHP002975,40ft,Delivered,Singapore Port
CNT001370,SHP001272,Reefer,In Transit,Singapore Port
CNT001371,SHP000598,20ft,Delivered,Lagos Port
CNT001372,SHP002472,20ft,Delayed,Lagos Port
CNT001373,SHP000280,Reefer,Delivered,Los Angeles Port
CNT001374,SHP001790,40ft,Delayed,Durban Port
CNT001375,SHP000559,40ft,In Transit,Singapore Port
CNT001376,SHP001279,Reefer,Delivered,Singapore Port
CNT001377,SHP001524,40ft,Delayed,Los Angeles Port
CNT001378,SHP000584,Reefer,Delayed,Lagos Port
CNT001379,SHP001199,Reefer,Delayed,Rotterdam Port
CNT001380,SHP001465,40ft,Delayed,Rotterdam Port
CNT001381,SHP001965,Reefer,Delivered,Shanghai Port
CNT001382,SHP002756,20ft,Delivered,Hamburg Port
CNT001383,SHP002856,40ft,Delayed,Durban Port
CNT001384,SHP001748,Reefer,Delayed,Shanghai Port
CNT001385,SHP002696,20ft,Delayed,Rotterdam Port
CNT001386,SHP000237,20ft,Delivered,Shanghai Port
CNT001387,SHP002371,40ft,Delayed,Durban Port
CNT001388,SHP000459,40ft,Delayed,Shanghai Port
CNT001389,SHP001389,20ft,In Transit,Hamburg Port
CNT001390,SHP001824,20ft,Delayed,Shanghai Port
CNT001391,SHP002823,Reefer,Delivered,Lagos Port
CNT001392,SHP000274,40ft,Delivered,Rotterdam Port
CNT001393,SHP000647,20ft,Delivered,Durban Port
CNT001394,SHP000791,40ft,Delayed,Shanghai Port
CNT001395,SHP001913,Reefer,In Transit,Dubai Port
CNT001396,SHP000018,20ft,Delayed,Lagos Port
CNT001397,SHP000274,Reefer,Delivered,Hamburg Port
CNT001398,SHP001343,40ft,In Transit,Los Angeles Port
CNT001399,SHP001754,40ft,In Transit,Rotterdam Port
CNT001400,SHP000704,40ft,Delivered,Singapore Port
CNT001401,SHP002244,20ft,In Transit,Lagos Port
CNT001402,SHP002096,20ft,Delayed,Lagos Port
CNT001403,SHP001808,Reefer,Delivered,Dubai Port
CNT001404,SHP001131,20ft,In Transit,Singapore Port
CNT001405,SHP001802,40ft,Delayed,Singapore Port
CNT001406,SHP001269,40ft,Delivered,Durban Port
CNT001407,SHP002794,40ft,Delivered,Hamburg Port
CNT001408,SHP001728,40ft,Delayed,Rotterdam Port
CNT001409,SHP000782,40ft,Delayed,Dubai Port
CNT001410,SHP000881,Reefer,Delivered,Los Angeles Port
CNT001411,SHP002544,20ft,Delayed,Durban Port
CNT001412,SHP002970,40ft,In Transit,Los Angeles Port
CNT001413,SHP002039,40ft,In Transit,Rotterdam Port
CNT001414,SHP000733,40ft,Delayed,Hamburg Port
CNT001415,SHP000666,40ft,Delivered,Los Angeles Port
CNT001416,SHP001726,20ft,In Transit,Los Angeles Port
CNT001417,SHP002621,20ft,Delayed,Hamburg Port
CNT001418,SHP000527,Reefer,In Transit,Dubai Port
CNT001419,SHP000362,Reefer,In Transit,Lagos Port
CNT001420,SHP000428,40ft,In Transit,Dubai Port
CNT001421,SHP001817,20ft,Delivered,Rotterdam Port
CNT001422,SHP002609,Reefer,In Transit,Los Angeles Port
CNT001423,SHP000927,Reefer,Delivered,Rotterdam Port
CNT001424,SHP001875,40ft,In Transit,Rotterdam Port
CNT001425,SHP002120,20ft,Delivered,Dubai Port
CNT001426,SHP002726,Reefer,In Transit,Shanghai Port
CNT001427,SHP002871,Reefer,In Transit,Lagos Port
CNT001428,SHP002819,20ft,In Transit,Lagos Port
CNT001429,SHP001661,40ft,In Transit,Hamburg Port
CNT001430,SHP000233,20ft,In Transit,Shanghai Port
CNT001431,SHP000288,Reefer,Delivered,Los Angeles Port
CNT001432,SHP000191,40ft,Delayed,Shanghai Port
CNT001433,SHP002517,20ft,Delayed,Lagos Port
CNT001434,SHP000169,Reefer,Delivered,Lagos Port
CNT001435,SHP001325,20ft,In Transit,Los Angeles Port
CNT001436,SHP000745,20ft,Delayed,Lagos Port
CNT001437,SHP002794,40ft,Delayed,Los Angeles Port
CNT001438,SHP002245,Reefer,In Transit,Lagos Port
CNT001439,SHP001648,20ft,Delayed,Durban Port
CNT001440,SHP002779,20ft,Delivered,Singapore Port
CNT001441,SHP000225,Reefer,Delivered,Hamburg Port
CNT001442,SHP001871,Reefer,Delayed,Lagos Port
CNT001443,SHP001839,20ft,Delayed,Lagos Port
CNT001444,SHP000445,40ft,Delayed,Durban Port
CNT001445,SHP000969,40ft,In Transit,Los Angeles Port
CNT001446,SHP001173,Reefer,In Transit,Hamburg Port
