vessel_id,vessel_name,capacity_teu,fuel_consumption_tpd,current_route,status
VSL000878,Maersk Horizon,5715,87.42,RTE000852,Maintenance
VSL000879,MSC Aurora,9310,73.3,RTE001114,Maintenance
VSL000880,MSC Aurora,2027,293.15,RTE002604,Active
VSL000881,MSC Aurora,12408,122.7,RTE001298,Docked
VSL000882,Atlantic Carrier,10639,221.27,RTE001231,Maintenance
VSL000883,MSC Aurora,11383,143.83,RTE002008,Maintenance
VSL000884,Atlantic Carrier,6132,211.97,RTE001821,Active
VSL000885,Maersk Horizon,18889,112.94,RTE000281,Docked
VSL000886,Oceanic Titan,5882,204.13,RTE001132,Active
VSL000887,Evergreen,12258,88.8,RTE000140,Maintenance
VSL000888,Atlantic Carrier,14823,269.04,RTE000361,Active
VSL000889,MSC Aurora,9927,161.79,RTE000093,Active
VSL000890,Atlantic Carrier,13677,83.26,RTE001574,Docked
VSL000891,Evergreen,16614,181.96,RTE000823,Docked
VSL000892,MSC Aurora,16933,133.41,RTE001497,Maintenance
VSL000893,Evergreen,7694,120.96,RTE000663,Docked
VSL000894,MSC Aurora,5418,189.51,RTE001507,Active
VSL000895,MSC Aurora,16986,295.79,RTE001174,Active
VSL000896,Oceanic Titan,1468,199.18,RTE000547,Docked
VSL000897,Oceanic Titan,16938,138.79,RTE002313,Maintenance
VSL000898,Maersk Horizon,15540,280.55,RTE002030,Active
VSL000899,MSC Aurora,2610,197.25,RTE000576,Active
VSL000900,Maersk Horizon,15670,297.97,RTE001334,Maintenance
VSL000901,Atlantic Carrier,2154,191.67,RTE001862,Maintenance
VSL000902,Maersk Horizon,4770,206.4,RTE001727,Maintenance
VSL000903,Maersk Horizon,9603,81.56,RTE001065,Maintenance
VSL000904,Maersk Horizon,10666,274.35,RTE002578,Docked
VSL000905,Evergreen,19276,125.19,RTE001663,Maintenance
VSL000906,Evergreen,14794,280.59,RTE001574,Docked
VSL000907,Maersk Horizon,4535,126.77,RTE002756,Docked
VSL000908,Atlantic Carrier,5424,88.14,RTE002149,Maintenance
VSL000909,Evergreen,18341,206.55,RTE000555,Docked
VSL000910,Atlantic Carrier,9510,160.59,RTE002270,Docked
VSL000911,Atlantic Carrier,5701,184.25,RTE000002,Docked
VSL000912,Maersk Horizon,7192,139.85,RTE001331,Maintenance
VSL000913,Atlantic Carrier,2182,214.98,RTE000049,Docked
VSL000914,Atlantic Carrier,10396,136.11,RTE000675,Docked
VSL000915,Maersk Horizon,12785,98.93,RTE000274,Docked
VSL000916,Maersk Horizon,7876,233.82,RTE001472,Active
VSL000917,Oceanic Titan,3619,264.86,RTE001105,Maintenance
VSL000918,Oceanic Titan,11137,203.33,RTE002311,Active
VSL000919,Evergreen,1247,88.15,RTE000535,Active
VSL000920,Oceanic Titan,7822,230.93,RTE001561,Active
VSL000921,Evergreen,5476,128.43,RTE001003,Maintenance
VSL000922,Oceanic Titan,15172,112.23,RTE002386,Maintenance
VSL000923,Evergreen,13497,200.75,RTE000070,Maintenance
VSL000924,MSC Aurora,9179,151.09,RTE000705,Docked
VSL000925,Maersk Horizon,18960,234.39,RTE000297,Active
VSL000926,Evergreen,11720,254.78,RTE001349,Docked
VSL000927,MSC Aurora,15385,176.8,RTE001792,Maintenance
VSL000928,Maersk Horizon,5288,61.91,RTE000924,Maintenance
VSL000929,MSC Aurora,13471,197.78,RTE000491,Active
VSL000930,MSC Aurora,19480,214.75,RTE001951,Docked
VSL000931,MSC Aurora,12137,124.93,RTE001842,Maintenance
VSL000932,Oceanic Titan,1484,298.57,RTE002521,Docked
VSL000933,Evergreen,10341,70.81,RTE001853,Active
VSL000934,Evergreen,10805,83.67,RTE001849,Docked
VSL000935,Evergreen,5426,128.48,RTE002699,Maintenance
VSL000936,Evergreen,11784,258.12,RTE002800,Docked
VSL000937,Atlantic Carrier,16782,118.62,RTE002759,Maintenance
VSL000938,Evergreen,16932,149.46,RTE002370,Active
VSL000939,Atlantic Carrier,15713,142.38,RTE000424,Maintenance
VSL000940,MSC Aurora,19861,233.36,RTE000474,Maintenance
VSL000941,Maersk Horizon,19775,170.73,RTE000441,Maintenance
VSL000942,Evergreen,6624,109.73,RTE001936,Maintenance
VSL000943,Evergreen,1375,281.52,RTE001709,Maintenance
VSL000944,Evergreen,19621,258.07,RTE001260,Active
VSL000945,Oceanic Titan,19873,150.18,RTE002915,Docked
VSL000946,MSC Aurora,6955,90.28,RTE001998,Docked
VSL000947,Oceanic Titan,6148,209.69,RTE002805,Maintenance
VSL000948,Oceanic Titan,15558,261.74,RTE000095,Docked
VSL000949,Atlantic Carrier,13603,148.04,RTE001217,Active
VSL000950,Atlantic Carrier,8173,139.1,RTE002432,Docked
VSL000951,Maersk Horizon,14289,137.36,RTE002773,Docked
VSL000952,Maersk Horizon,16607,135.63,RTE000786,Maintenance
VSL000953,Oceanic Titan,11047,85.13,RTE002520,Docked
VSL000954,Evergreen,2759,121.71,RTE001972,Active
VSL000955,MSC Aurora,9739,283.19,RTE002935,Docked
VSL000956,Evergreen,5947,200.73,RTE001869,Docked
VSL000957,Atlantic Carrier,17247,139.77,RTE002559,Active
VSL000958,Evergreen,2043,126.03,RTE001817,Docked
VSL000959,Evergreen,1686,218.42,RTE002725,Active
VSL000960,Oceanic Titan,19612,109.37,RTE002557,Maintenance
VSL000961,Oceanic Titan,8912,71.49,RTE002494,Docked
VSL000962,Oceanic Titan,10989,54.67,RTE001489,Maintenance
VSL000963,Oceanic Titan,14242,240.36,RTE000352,Docked
VSL000964,Atlantic Carrier,12051,189.29,RTE000818,Maintenance
VSL000965,Oceanic Titan,13452,134.91,RTE000083,Docked
VSL000966,Evergreen,10247,230.27,RTE000778,Active
VSL000967,Oceanic Titan,8877,261.3,RTE001808,Maintenance
VSL000968,MSC Aurora,8730,283.62,RTE002942,Active
VSL000969,Maersk Horizon,14168,56.96,RTE000009,Maintenance
VSL000970,Oceanic Titan,6342,238.71,RTE002825,Active
VSL000971,MSC Aurora,17578,225.39,RTE002596,Active
VSL000972,Maersk Horizon,12922,195.67,RTE002328,Maintenance
VSL000973,Atlantic Carrier,5875,58.62,RTE001818,Maintenance
VSL000974,MSC Aurora,19023,91.09,RTE002532,Docked
VSL000975,MSC Aurora,13488,192.33,RTE001977,Active
VSL000976,Atlantic Carrier,15944,265.21,RTE001378,Docked
VSL000977,Oceanic Titan,10410,229.26,RTE000053,Docked
VSL000978,Evergreen,8317,58.45,RTE002062,Docked
VSL000979,MSC Aurora,3625,99.37,RTE001120,Maintenance
VSL000980,Maersk Horizon,10691,119.2,RTE000449,Active
VSL000981,MSC Aurora,4786,185.69,RTE001537,Active
VSL000982,Atlantic Carrier,10758,125.27,RTE002531,Active
VSL000983,Evergreen,9493,163.07,RTE001868,Maintenance
VSL000984,Maersk Horizon,8401,285.89,RTE001177,Docked
VSL000985,Atlantic Carrier,16783,122.04,RTE000258,Active
VSL000986,MSC Aurora,17107,104.01,RTE000827,Docked
VSL000987,MSC Aurora,7331,159.84,RTE000118,Maintenance
VSL000988,Atlantic Carrier,9991,240.63,RTE001447,Maintenance
VSL000989,Oceanic Titan,16053,263.63,RTE000340,Maintenance
VSL000990,MSC Aurora,18274,117.08,RTE001335,Maintenance
VSL000991,Oceanic Titan,14292,95.92,RTE000718,Docked
VSL000992,Maersk Horizon,12444,89.43,RTE001094,Docked
VSL000993,MSC Aurora,9547,191.11,RTE001070,Maintenance
VSL000994,MSC Aurora,6057,178.16,RTE002755,Active
VSL000995,Maersk Horizon,9283,194.31,RTE001892,Docked
VSL000996,Evergreen,9732,240.88,RTE002616,Docked
VSL000997,Evergreen,5927,99.8,RTE000073,Active
VSL000998,Atlantic Carrier,2281,147.91,RTE002670,Active
VSL000999,Atlantic Carrier,19752,179.38,RTE002165,Docked
VSL001000,MSC Aurora,17697,270.09,RTE002567,Maintenance
VSL001001,Maersk Horizon,5240,272.57,RTE000862,Active
VSL001002,Oceanic Titan,9552,283.83,RTE002890,Maintenance
VSL001003,Oceanic Titan,17807,81.34,RTE000499,Active
VSL001004,Atlantic Carrier,14967,202.27,RTE001542,Active
VSL001005,Evergreen,19819,212.81,RTE000822,Maintenance
VSL001006,Maersk Horizon,4354,80.33,RTE001149,Docked
VSL001007,Maersk Horizon,19614,272.65,RTE002910,Docked
VSL001008,Maersk Horizon,4366,50.3,RTE000656,Maintenance
VSL001009,Maersk Horizon,8833,128.07,RTE001491,Docked
VSL001010,Evergreen,12381,129.25,RTE000696,Active
VSL001011,Evergreen,11069,189.81,RTE002229,Docked
VSL001012,Maersk Horizon,15229,209.6,RTE000237,Maintenance
VSL001013,Evergreen,4327,84.21,RTE000457,Docked
VSL001014,Oceanic Titan,9884,273.55,RTE001214,Maintenance
VSL001015,Evergreen,17921,248.13,RTE001960,Docked
VSL001016,Evergreen,3458,72.05,RTE000301,Maintenance
VSL001017,Oceanic Titan,12141,54.95,RTE001827,Active
VSL001018,Maersk Horizon,2938,61.08,RTE000629,Active
VSL001019,Atlantic Carrier,3343,256.56,RTE002084,Docked
VSL001020,Oceanic Titan,7219,195.14,RTE000937,Maintenance
VSL001021,MSC Aurora,16756,142.39,RTE001082,Maintenance
VSL001022,MSC Aurora,5023,284.38,RTE002162,Maintenance
VSL001023,Oceanic Titan,7968,158.24,RTE000594,Maintenance
VSL001024,Maersk Horizon,11829,290.88,RTE002756,Maintenance
VSL001025,MSC Aurora,11686,141.12,RTE002232,Maintenance
VSL001026,Atlantic Carrier,12780,63.29,RTE002906,Docked
VSL001027,Evergreen,8434,100.27,RTE000322,Active
VSL001028,Evergreen,18732,145.02,RTE001691,Docked
VSL001029,Atlantic Carrier,14865,181.43,RTE000615,Maintenance
VSL001030,Maersk Horizon,3153,267.08,RTE002920,Active
VSL001031,Atlantic Carrier,9176,225.49,RTE000144,Active
VSL001032,MSC Aurora,16759,101.31,RTE002820,Maintenance
VSL001033,MSC Aurora,14970,112.84,RTE001132,Docked
VSL001034,Evergreen,12856,211.83,RTE002743,Maintenance
VSL001035,Oceanic Titan,8618,90.7,RTE002299,Active
VSL001036,Atlantic Carrier,13211,218.16,RTE001909,Maintenance
VSL001037,Maersk Horizon,16871,153.6,RTE000707,Active
VSL001038,Atlantic Carrier,9583,97.22,RTE002693,Docked
VSL001039,Evergreen,6459,110.94,RTE001325,Maintenance
VSL001040,Oceanic Titan,8655,248.52,RTE002248,Maintenance
VSL001041,Oceanic Titan,16963,107.73,RTE002836,Maintenance
VSL001042,Evergreen,13914,127.18,RTE002360,Maintenance
VSL001043,MSC Aurora,1698,236.36,RTE000061,Docked
VSL001044,Atlantic Carrier,10700,206.05,RTE002068,Active
VSL001045,Maersk Horizon,6820,198.29,RTE000796,Active
VSL001046,MSC Aurora,11561,108.22,RTE002257,Docked
VSL001047,Evergreen,6089,195.19,RTE001764,Maintenance
VSL001048,Atlantic Carrier,15535,103.68,RTE000194,Maintenance
VSL001049,MSC Aurora,12686,242.66,RTE000697,Docked
VSL001050,MSC Aurora,4099,70.17,RTE000700,Active
VSL001051,Oceanic Titan,6642,249.98,RTE001722,Active
VSL001052,Maersk Horizon,19068,80.74,RTE000333,Active
VSL001053,Atlantic Carrier,3121,298.58,RTE002454,Active
VSL001054,Atlantic Carrier,6987,102.86,RTE001508,Docked
VSL001055,Oceanic Titan,15631,110.65,RTE000756,Active
VSL001056,MSC Aurora,11813,262.39,RTE001788,Docked
VSL001057,Oceanic Titan,19572,100.64,RTE001344,Active
VSL001058,MSC Aurora,5631,147.62,RTE002372,Maintenance
VSL001059,MSC Aurora,8465,182.75,RTE000358,Maintenance
VSL001060,Atlantic Carrier,10799,196.99,RTE001269,Active
VSL001061,Atlantic Carrier,5831,148.97,RTE000380,Docked
VSL001062,MSC Aurora,13124,252.42,RTE001091,Active
VSL001063,Atlantic Carrier,1868,176.94,RTE002830,Maintenance
VSL001064,Oceanic Titan,10484,72.02,RTE000192,Docked
VSL001065,Maersk Horizon,3348,59.42,RTE002605,Active
VSL001066,Atlantic Carrier,15771,76.15,RTE002628,Docked
VSL001067,Atlantic Carrier,2085,271.53,RTE002800,Docked
VSL001068,Atlantic Carrier,4871,282.92,RTE000491,Maintenance
VSL001069,Oceanic Titan,7565,140.89,RTE002823,Docked
VSL001070,Oceanic Titan,6983,254.53,RTE000942,Active
VSL001071,Evergreen,5026,262.4,RTE002004,Maintenance
VSL001072,Maersk Horizon,16479,95.42,RTE000973,Active
VSL001073,Evergreen,10728,188.36,RTE002977,Docked
VSL001074,Atlantic Carrier,11372,68.51,RTE000834,Docked
VSL001075,Evergreen,18599,267.08,RTE001363,Docked
VSL001076,Evergreen,14636,275.71,RTE002766,Active
VSL001077,Atlantic Carrier,11169,96.13,RTE002644,Active
VSL001078,MSC Aurora,3635,164.22,RTE002909,Docked
VSL001079,Maersk Horizon,16511,198.09,RTE000408,Docked
VSL001080,Evergreen,8841,157.77,RTE000180,Active
VSL001081,MSC Aurora,1322,153.06,RTE001159,Active
VSL001082,Atlantic Carrier,19984,88.46,RTE002693,Maintenance
VSL001083,Atlantic Carrier,6403,103.62,RTE002060,Docked
VSL001084,Oceanic Titan,1586,123.31,RTE001984,Active
VSL001085,Atlantic Carrier,16505,157.39,RTE002807,Maintenance
VSL001086,Evergreen,17807,184.18,RTE001619,Docked
VSL001087,MSC Aurora,6860,182.68,RTE000670,Maintenance
VSL001088,Oceanic Titan,12282,262.38,RTE001189,Docked
VSL001089,Evergreen,1255,265.65,RTE001008,Active
VSL001090,Evergreen,6083,186.31,RTE001822,Maintenance
VSL001091,Atlantic Carrier,7363,236.94,RTE002607,Docked
VSL001092,Evergreen,6622,116.25,RTE000699,Active
VSL001093,MSC Aurora,10612,93.37,RTE002019,Active
VSL001094,MSC Aurora,15979,175.67,RTE002453,Maintenance
VSL001095,Evergreen,2334,119.64,RTE001959,Maintenance
VSL001096,Maersk Horizon,18211,277.72,RTE001466,Maintenance
VSL001097,Atlantic Carrier,19584,138.75,RTE002675,Active
VSL001098,Atlantic Carrier,19206,121.42,RTE000495,Active
VSL001099,Oceanic Titan,13470,67.01,RTE000054,Active
VSL001100,Oceanic Titan,15608,154.49,RTE001393,Active
VSL001101,Maersk Horizon,5873,171.97,RTE001941,Maintenance
VSL001102,Maersk Horizon,18875,202.11,RTE000450,Maintenance
VSL001103,Evergreen,17787,281.35,RTE001059,Maintenance
VSL001104,Evergreen,8641,207.43,RTE000321,Maintenance
VSL001105,MSC Aurora,12271,220.2,RTE001184,Active
VSL001106,Atlantic Carrier,3274,147.5,RTE002562,Active
VSL001107,Evergreen,14907,105.83,RTE000663,Docked
VSL001108,Evergreen,9059,268.73,RTE002127,Active
VSL001109,Oceanic Titan,5140,296.64,RTE000430,Maintenance
VSL001110,Atlantic Carrier,2996,51.75,RTE002484,Maintenance
VSL001111,Maersk Horizon,18543,56.92,RTE001481,Maintenance
VSL001112,MSC Aurora,16647,225.82,RTE000085,Maintenance
VSL001113,MSC Aurora,5150,229.46,RTE002673,Active
VSL001114,Maersk Horizon,2456,76.04,RTE002471,Active
VSL001115,Oceanic Titan,9201,105.78,RTE001561,Active
VSL001116,Evergreen,18649,137.28,RTE002254,Active
VSL001117,Oceanic Titan,9738,241.04,RTE000323,Docked
VSL001118,Atlantic Carrier,18642,249.32,RTE000815,Maintenance
VSL001119,Maersk Horizon,11813,163.63,RTE001744,Maintenance
VSL001120,Maersk Horizon,13941,268.73,RTE001304,Docked
VSL001121,Evergreen,7576,292.16,RTE001853,Maintenance
VSL001122,MSC Aurora,7298,198.0,RTE001549,Active
VSL001123,Oceanic Titan,13464,284.62,RTE000503,Maintenance
VSL001124,MSC Aurora,7851,222.71,RTE002868,Active
VSL001125,Maersk Horizon,14109,288.56,RTE002073,Maintenance
VSL001126,Oceanic Titan,4097,246.87,RTE002131,Active
VSL001127,Maersk Horizon,17946,180.87,RTE000786,Docked
VSL001128,Atlantic Carrier,19016,115.6,RTE002375,Active
VSL001129,Maersk Horizon,2220,72.66,RTE000964,Docked
VSL001130,Maersk Horizon,9218,73.03,RTE000120,Docked
VSL001131,Oceanic Titan,8309,133.63,RTE001618,Active
VSL001132,MSC Aurora,9392,65.07,RTE002657,Maintenance
VSL001133,Atlantic Carrier,11071,148.44,RTE001835,Active
VSL001134,Atlantic Carrier,17926,237.7,RTE002518,Active
VSL001135,Oceanic Titan,8407,207.27,RTE002643,Docked
VSL001136,MSC Aurora,12939,159.0,RTE000991,Docked
VSL001137,Oceanic Titan,14850,65.96,RTE000587,Maintenance
VSL001138,Maersk Horizon,15017,226.84,RTE002372,Maintenance
VSL001139,Evergreen,2301,158.58,RTE001085,Docked
VSL001140,MSC Aurora,3758,257.37,RTE000700,Docked
VSL001141,Atlantic Carrier,2153,229.1,RTE000445,Maintenance
VSL001142,Atlantic Carrier,17238,255.03,RTE002928,Docked
VSL001143,Maersk Horizon,10717,294.48,RTE002927,Maintenance
VSL001144,Maersk Horizon,3034,76.58,RTE002624,Maintenance
VSL001145,MSC Aurora,5776,135.29,RTE000619,Active
VSL001146,MSC Aurora,10596,270.46,RTE001067,Docked
VSL001147,MSC Aurora,8067,155.72,RTE002684,Active
VSL001148,Maersk Horizon,18165,175.26,RTE001842,Docked
VSL001149,Atlantic Carrier,9903,227.1,RTE000192,Maintenance
VSL001150,Oceanic Titan,19700,173.4,RTE001631,Active
VSL001151,MSC Aurora,11392,292.77,RTE001084,Docked
VSL001152,Oceanic Titan,19106,254.74,RTE002802,Docked
VSL001153,Maersk Horizon,12228,179.03,RTE001794,Active
VSL001154,Oceanic Titan,3943,214.23,RTE000576,Active
VSL001155,Oceanic Titan,2942,114.07,RTE000650,Maintenance
VSL001156,Maersk Horizon,18853,282.83,RTE001108,Active
VSL001157,MSC Aurora,10578,68.34,RTE002317,Active
VSL001158,Oceanic Titan,16116,235.67,RTE001380,Docked
VSL001159,Evergreen,18467,113.82,RTE001936,Active
VSL001160,Atlantic Carrier,19158,158.63,RTE000007,Active
VSL001161,Oceanic Titan,15401,162.21,RTE002447,Maintenance
VSL001162,Evergreen,4688,133.8,RTE001855,Active
VSL001163,Atlantic Carrier,3057,84.72,RTE000115,Docked
VSL001164,Atlantic Carrier,13905,270.39,RTE000486,Maintenance
VSL001165,MSC Aurora,17412,61.25,RTE001102,Docked
VSL001166,Oceanic Titan,18056,181.09,RTE002061,Maintenance
VSL001167,Evergreen,3236,180.61,RTE001268,Docked
VSL001168,Evergreen,11042,215.33,RTE001092,Docked
VSL001169,MSC Aurora,3003,155.89,RTE001980,Maintenance
VSL001170,Maersk Horizon,7338,134.23,RTE000887,Docked
VSL001171,Oceanic Titan,12882,118.07,RTE002201,Maintenance
VSL001172,MSC Aurora,8402,109.0,RTE000617,Active
VSL001173,Oceanic Titan,9633,67.73,RTE000028,Docked
VSL001174,Evergreen,15414,279.87,RTE000314,Active
VSL001175,Maersk Horizon,16752,194.19,RTE000721,Docked
VSL001176,Oceanic Titan,16013,245.23,RTE002465,Docked
VSL001177,MSC Aurora,4865,295.88,RTE001449,Maintenance
VSL001178,MSC Aurora,10197,243.52,RTE001982,Active
VSL001179,Maersk Horizon,11474,292.54,RTE001985,Active
VSL001180,Maersk Horizon,14574,194.02,RTE001683,Active
VSL001181,Oceanic Titan,8035,111.71,RTE002877,Maintenance
VSL001182,MSC Aurora,11317,101.32,RTE000560,Active
VSL001183,Atlantic Carrier,6622,236.04,RTE001460,Active
VSL001184,MSC Aurora,1115,75.12,RTE001984,Active
VSL001185,Oceanic Titan,18019,228.99,RTE000072,Docked
VSL001186,Maersk Horizon,8173,135.69,RTE000714,Docked
VSL001187,Maersk Horizon,10041,252.1,RTE002990,Maintenance
VSL001188,Atlantic Carrier,10243,121.41,RTE001981,Docked
VSL001189,Oceanic Titan,9914,90.9,RTE001856,Active
VSL001190,Atlantic Carrier,11905,71.17,RTE000712,Active
VSL001191,MSC Aurora,11479,114.47,RTE000942,Docked
VSL001192,MSC Aurora,4139,261.81,RTE002371,Maintenance
VSL001193,Maersk Horizon,7076,225.75,RTE000705,Docked
VSL001194,Maersk Horizon,7517,210.06,RTE001898,Docked
VSL001195,Atlantic Carrier,11309,222.62,RTE001705,Docked
VSL001196,Oceanic Titan,5452,254.38,RTE001194,Docked
VSL001197,Atlantic Carrier,17043,215.65,RTE001981,Maintenance
VSL001198,Oceanic Titan,6943,198.98,RTE000945,Maintenance
VSL001199,Atlantic Carrier,6816,273.62,RTE000415,Maintenance
VSL001200,Evergreen,1630,80.69,RTE000607,Docked
VSL001201,Atlantic Carrier,11517,290.33,RTE001257,Maintenance
VSL001202,MSC Aurora,13497,286.06,RTE002163,Maintenance
VSL001203,MSC Aurora,10929,217.91,RTE000058,Docked
VSL001204,Evergreen,12514,175.34,RTE000943,Docked
VSL001205,Atlantic Carrier,14274,92.4,RTE000778,Active
VSL001206,Maersk Horizon,10045,283.77,RTE002452,Maintenance
VSL001207,Atlantic Carrier,4848,65.25,RTE002364,Docked
VSL001208,MSC Aurora,1194,283.52,RTE002573,Docked
VSL001209,MSC Aurora,2006,91.98,RTE000087,Docked
VSL001210,MSC Aurora,14355,238.3,RTE000401,Maintenance
VSL001211,Maersk Horizon,19292,295.48,RTE000038,Active
VSL001212,Atlantic Carrier,15280,201.19,RTE000062,Docked
VSL001213,Oceanic Titan,7365,193.46,RTE000670,Docked
VSL001214,Evergreen,2757,163.73,RTE002850,Maintenance
VSL001215,Evergreen,5200,166.36,RTE000006,Docked
VSL001216,Atlantic Carrier,13068,104.23,RTE001042,Maintenance
VSL001217,Oceanic Titan,11668,75.59,RTE002085,Docked
VSL001218,MSC Aurora,3222,226.52,RTE000620,Docked
VSL001219,Oceanic Titan,17964,150.03,RTE001380,Docked
VSL001220,Evergreen,3551,117.08,RTE002911,Maintenance
VSL001221,MSC Aurora,11322,248.72,RTE000455,Active
VSL001222,MSC Aurora,16964,145.12,RTE002965,Active
VSL001223,Oceanic Titan,11063,50.06,RTE000366,Maintenance
VSL001224,Atlantic Carrier,7186,276.7,RTE002075,Maintenance
VSL001225,Maersk Horizon,3577,231.76,RTE001579,Docked
VSL001226,Maersk Horizon,19170,203.96,RTE001545,Docked
VSL001227,Evergreen,16588,191.82,RTE002134,Maintenance
VSL001228,Maersk Horizon,11148,287.36,RTE001250,Maintenance
VSL001229,Oceanic Titan,2776,295.4,RTE000699,Maintenance
VSL001230,Evergreen,8278,296.47,RTE000010,Active
VSL001231,Maersk Horizon,13886,284.12,RTE002880,Docked
VSL001232,Atlantic Carrier,11683,275.27,RTE000574,Active
VSL001233,Oceanic Titan,17875,242.02,RTE002080,Maintenance
VSL001234,Maersk Horizon,14303,210.5,RTE002956,Maintenance
VSL001235,Atlantic Carrier,12831,69.9,RTE001255,Active
VSL001236,Evergreen,9445,76.16,RTE001716,Active
VSL001237,Oceanic Titan,13654,253.03,RTE001688,Active
VSL001238,Oceanic Titan,16785,145.53,RTE000550,Active
VSL001239,Oceanic Titan,4497,145.04,RTE001774,Docked
VSL001240,Evergreen,4392,130.56,RTE000588,Maintenance
VSL001241,MSC Aurora,10237,263.14,RTE001799,Docked
VSL001242,Atlantic Carrier,11746,90.79,RTE001103,Maintenance
VSL001243,Evergreen,14965,75.76,RTE000599,Maintenance
VSL001244,Oceanic Titan,12831,147.59,RTE001375,Docked
VSL001245,Maersk Horizon,9264,59.97,RTE000090,Docked
VSL001246,Evergreen,2445,65.33,RTE001425,Maintenance
VSL001247,Evergreen,5833,245.76,RTE001066,Active
VSL001248,Evergreen,1856,70.02,RTE002730,Docked
VSL001249,Atlantic Carrier,10782,83.65,RTE002471,Maintenance
VSL001250,Oceanic Titan,5858,103.2,RTE000871,Docked
VSL001251,Atlantic Carrier,6076,134.57,RTE001065,Active
VSL001252,MSC Aurora,16399,173.0,RTE002968,Maintenance
VSL001253,MSC Aurora,4623,54.37,RTE002996,Maintenance
VSL001254,Evergreen,1154,172.98,RTE000638,Maintenance
VSL001255,Maersk Horizon,11266,281.4,RTE001773,Docked
VSL001256,Maersk Horizon,8927,295.45,RTE002779,Docked
VSL001257,Evergreen,9620,144.41,RTE002795,Docked
VSL001258,Evergreen,6815,253.75,RTE002077,Docked
VSL001259,Maersk Horizon,12260,190.55,RTE001339,Docked
VSL001260,Oceanic Titan,15786,265.42,RTE000813,Maintenance
VSL001261,Evergreen,15976,252.82,RTE002124,Maintenance
VSL001262,MSC Aurora,8195,159.03,RTE001961,Maintenance
VSL001263,Maersk Horizon,16744,65.11,RTE001300,Active
VSL001264,Oceanic Titan,14966,281.24,RTE000287,Active
VSL001265,Evergreen,15223,77.2,RTE002316,Docked
VSL001266,MSC Aurora,13366,243.8,RTE001308,Maintenance
VSL001267,MSC Aurora,10309,264.62,RTE000385,Maintenance
VSL001268,Evergreen,8336,265.94,RTE001116,Docked
VSL001269,Oceanic Titan,18990,281.03,RTE000585,Docked
VSL001270,Oceanic Titan,7210,101.45,RTE000159,Docked
VSL001271,Oceanic Titan,19743,111.69,RTE001071,Active
VSL001272,Maersk Horizon,16392,186.3,RTE001989,Maintenance
VSL001273,Oceanic Titan,4788,223.56,RTE001472,Docked
VSL001274,Oceanic Titan,10410,131.96,RTE000308,Maintenance
VSL001275,Evergreen,14293,278.68,RTE000526,Docked
VSL001276,Evergreen,1193,153.78,RTE002021,Docked
VSL001277,Oceanic Titan,15328,94.03,RTE001718,Active
VSL001278,Maersk Horizon,14354,172.41,RTE001719,Docked
VSL001279,Maersk Horizon,1565,80.33,RTE002931,Maintenance
VSL001280,Maersk Horizon,16466,287.9,RTE002913,Docked
VSL001281,MSC Aurora,1845,170.12,RTE000816,Docked
VSL001282,MSC Aurora,11245,111.46,RTE000561,Maintenance
VSL001283,Atlantic Carrier,9703,134.92,RTE001395,Active
VSL001284,Atlantic Carrier,19882,171.65,RTE001176,Maintenance
VSL001285,Maersk Horizon,4539,71.49,RTE001530,Active
VSL001286,Oceanic Titan,3626,128.33,RTE000024,Maintenance
VSL001287,Oceanic Titan,11218,90.7,RTE002195,Docked
VSL001288,Atlantic Carrier,6178,133.25,RTE002917,Active
VSL001289,Evergreen,17796,287.61,RTE002230,Docked
VSL001290,MSC Aurora,1323,230.58,RTE000951,Active
VSL001291,Maersk Horizon,8224,251.63,RTE001622,Active
VSL001292,Evergreen,8849,197.06,RTE001723,Active
VSL001293,MSC Aurora,2739,55.54,RTE000093,Active
VSL001294,Evergreen,13670,54.96,RTE001506,Maintenance
VSL001295,Maersk Horizon,1860,83.25,RTE002437,Maintenance
VSL001296,Oceanic Titan,3810,108.47,RTE001581,Maintenance
VSL001297,Atlantic Carrier,2830,121.8,RTE000354,Docked
VSL001298,Oceanic Titan,10256,205.82,RTE001537,Active
VSL001299,Oceanic Titan,11933,217.28,RTE000698,Active
VSL001300,Maersk Horizon,5802,251.27,RTE002339,Docked
VSL001301,Oceanic Titan,2272,80.23,RTE002519,Maintenance
VSL001302,Evergreen,11692,219.2,RTE002472,Active
VSL001303,MSC Aurora,12383,227.0,RTE001895,Active
VSL001304,Evergreen,13009,130.51,RTE001843,Docked
VSL001305,Oceanic Titan,1264,287.84,RTE000800,Docked
VSL001306,Atlantic Carrier,1003,238.99,RTE002342,Maintenance
VSL001307,Evergreen,4089,132.93,RTE001708,Maintenance
VSL001308,Atlantic Carrier,13013,95.94,RTE000150,Active
VSL001309,Maersk Horizon,4080,142.06,RTE001746,Docked
VSL001310,MSC Aurora,9378,165.88,RTE000543,Maintenance
VSL001311,Atlantic Carrier,1206,290.68,RTE001541,Maintenance
VSL001312,MSC Aurora,3786,53.34,RTE002700,Active
VSL001313,Oceanic Titan,10651,88.04,RTE000956,Active
VSL001314,Evergreen,12679,62.0,RTE001785,Maintenance
VSL001315,MSC Aurora,19625,273.72,RTE000669,Docked
VSL001316,Atlantic Carrier,4961,190.04,RTE000803,Active
