route_id,origin_port,destination_port,distance_km,average_time_days,fuel_cost
RTE000893,Los Angeles Port,Dubai Port,16563,37,6763.8
RTE000894,Lagos Port,Hamburg Port,15960,11,17601.36
RTE000895,Singapore Port,Lagos Port,7947,15,2361.89
RTE000896,Hamburg Port,Hamburg Port,971,7,18151.48
RTE000897,Dubai Port,Durban Port,16272,22,31543.04
RTE000898,Durban Port,Singapore Port,925,6,34522.48
RTE000899,Hamburg Port,Los Angeles Port,11627,6,22711.76
RTE000900,Los Angeles Port,Durban Port,3989,32,6807.61
RTE000901,Rotterdam Port,Durban Port,5318,23,46149.71
RTE000902,Dubai Port,Dubai Port,11694,3,15375.23
RTE000903,Rotterdam Port,Dubai Port,9289,35,14659.93
RTE000904,Hamburg Port,Shanghai Port,7225,31,49280.49
RTE000905,Singapore Port,Los Angeles Port,10470,19,41222.13
RTE000906,Dubai Port,Lagos Port,8289,4,2784.6
RTE000907,Los Angeles Port,Singapore Port,11812,35,46007.48
RTE000908,Los Angeles Port,Dubai Port,18017,35,1451.21
RTE000909,Durban Port,Lagos Port,2181,30,39238.6
RTE000910,Los Angeles Port,Lagos Port,8560,34,49974.82
RTE000911,Los Angeles Port,Dubai Port,9606,11,13900.08
RTE000912,Shanghai Port,Hamburg Port,2083,36,42766.7
RTE000913,Los Angeles Port,Dubai Port,13811,30,43978.54
RTE000914,Los Angeles Port,Rotterdam Port,3936,20,37849.55
RTE000915,Hamburg Port,Dubai Port,2779,6,40073.83
RTE000916,Hamburg Port,Durban Port,6577,10,39153.38
RTE000917,Shanghai Port,Singapore Port,2521,7,20717.14
RTE000918,Durban Port,Rotterdam Port,18192,26,35599.32
RTE000919,Singapore Port,Los Angeles Port,15989,24,44397.94
RTE000920,Los Angeles Port,Dubai Port,11176,4,47558.2
RTE000921,Shanghai Port,Rotterdam Port,13161,3,32554.84
RTE000922,Shanghai Port,Singapore Port,10348,30,13492.11
RTE000923,Los Angeles Port,Rotterdam Port,6698,14,39192.93
RTE000924,Lagos Port,Lagos Port,6494,20,23931.44
RTE000925,Rotterdam Port,Durban Port,3831,13,19037.24
RTE000926,Shanghai Port,Shanghai Port,11596,25,40894.75
RTE000927,Lagos Port,Rotterdam Port,3030,5,29116.34
RTE000928,Rotterdam Port,Durban Port,3968,21,21821.97
RTE000929,Rotterdam Port,Los Angeles Port,7332,8,11852.6
RTE000930,Lagos Port,Hamburg Port,13140,37,22534.27
RTE000931,Durban Port,Hamburg Port,13219,24,20800.39
RTE000932,Rotterdam Port,Durban Port,9795,21,8313.24
RTE000933,Singapore Port,Singapore Port,5263,6,45870.98
RTE000934,Dubai Port,Dubai Port,2303,39,26589.49
RTE000935,Hamburg Port,Durban Port,18062,19,38034.95
RTE000936,Dubai Port,Los Angeles Port,5593,38,37625.18
RTE000937,Singapore Port,Shanghai Port,10431,20,8610.2
RTE000938,Rotterdam Port,Rotterdam Port,17654,4,43796.79
RTE000939,Lagos Port,Lagos Port,1744,3,41457.96
RTE000940,Hamburg Port,Rotterdam Port,16378,34,30641.83
RTE000941,Lagos Port,Shanghai Port,13126,7,19415.94
RTE000942,Los Angeles Port,Los Angeles Port,10782,35,29306.15
RTE000943,Lagos Port,Dubai Port,5985,26,45325.33
RTE000944,Rotterdam Port,Durban Port,18920,35,18565.33
RTE000945,Shanghai Port,Dubai Port,4267,29,32781.95
RTE000946,Dubai Port,Rotterdam Port,1451,18,49030.19
RTE000947,Hamburg Port,Rotterdam Port,12901,36,43044.59
RTE000948,Los Angeles Port,Rotterdam Port,13654,26,28450.74
RTE000949,Singapore Port,Durban Port,11395,38,23969.46
RTE000950,Rotterdam Port,Shanghai Port,3522,5,18851.05
RTE000951,Los Angeles Port,Dubai Port,13893,13,9150.15
RTE000952,Hamburg Port,Lagos Port,10555,32,12114.27
RTE000953,Durban Port,Dubai Port,18882,37,15162.76
RTE000954,Hamburg Port,Shanghai Port,19079,8,20878.63
RTE000955,Durban Port,Durban Port,19737,18,17791.47
RTE000956,Shanghai Port,Singapore Port,17187,7,7788.63
RTE000957,Durban Port,Hamburg Port,19377,39,24969.39
RTE000958,Durban Port,Durban Port,9485,16,19135.41
RTE000959,Durban Port,Los Angeles Port,751,38,44679.8
RTE000960,Singapore Port,Durban Port,9823,29,1329.47
RTE000961,Durban Port,Dubai Port,9080,33,30515.87
RTE000962,Rotterdam Port,Shanghai Port,15934,14,35095.48
RTE000963,Lagos Port,Hamburg Port,18332,21,5567.14
RTE000964,Lagos Port,Dubai Port,5126,7,40618.76
RTE000965,Singapore Port,Lagos Port,4974,33,49785.49
RTE000966,Dubai Port,Los Angeles Port,17387,23,8947.87
RTE000967,Los Angeles Port,Rotterdam Port,2339,15,23607.47
RTE000968,Singapore Port,Los Angeles Port,13535,28,4176.92
RTE000969,Durban Port,Shanghai Port,4181,25,18978.83
RTE000970,Los Angeles Port,Dubai Port,13595,19,7000.06
RTE000971,Hamburg Port,Singapore Port,1786,28,22463.03
RTE000972,Hamburg Port,Durban Port,8685,28,43769.65
RTE000973,Hamburg Port,Singapore Port,10299,21,36524.79
RTE000974,Durban Port,Durban Port,11916,8,26365.73
RTE000975,Singapore Port,Los Angeles Port,19024,5,22875.92
RTE000976,Lagos Port,Rotterdam Port,13633,2,29159.89
RTE000977,Rotterdam Port,Singapore Port,17834,33,46558.42
RTE000978,Singapore Port,Hamburg Port,15574,39,28929.11
RTE000979,Hamburg Port,Rotterdam Port,1918,10,37883.65
RTE000980,Rotterdam Port,Rotterdam Port,10200,11,22611.92
RTE000981,Durban Port,Lagos Port,13425,27,11491.49
RTE000982,Hamburg Port,Durban Port,12368,4,24906.95
RTE000983,Rotterdam Port,Rotterdam Port,8138,5,17826.1
RTE000984,Durban Port,Singapore Port,16579,37,28178.22
RTE000985,Rotterdam Port,Singapore Port,15723,31,17897.23
RTE000986,Durban Port,Singapore Port,13712,19,35568.7
RTE000987,Singapore Port,Singapore Port,2189,15,35678.33
RTE000988,Singapore Port,Durban Port,15397,16,6637.53
RTE000989,Los Angeles Port,Shanghai Port,4047,32,10317.81
RTE000990,Los Angeles Port,Dubai Port,4600,11,43447.7
RTE000991,Hamburg Port,Lagos Port,17339,23,28631.81
RTE000992,Singapore Port,Los Angeles Port,11660,33,48140.02
RTE000993,Dubai Port,Rotterdam Port,7464,14,13467.41
RTE000994,Dubai Port,Durban Port,3700,20,28506.44
RTE000995,Hamburg Port,Dubai Port,14258,21,10878.95
RTE000996,Dubai Port,Dubai Port,4889,15,43812.52
RTE000997,Dubai Port,Hamburg Port,12393,22,45360.14
RTE000998,Dubai Port,Los Angeles Port,14175,17,44465.57
RTE000999,Durban Port,Durban Port,12860,14,38265.35
RTE001000,Durban Port,Los Angeles Port,3718,33,14826.36
RTE001001,Hamburg Port,Lagos Port,16673,3,25642.71
RTE001002,Hamburg Port,Lagos Port,9670,17,41921.25
RTE001003,Rotterdam Port,Los Angeles Port,6577,29,27489.7
RTE001004,Los Angeles Port,Los Angeles Port,9079,38,23383.66
RTE001005,Rotterdam Port,Rotterdam Port,8703,11,45993.82
RTE001006,Rotterdam Port,Lagos Port,14594,7,30465.64
RTE001007,Lagos Port,Dubai Port,10868,11,35967.15
RTE001008,Hamburg Port,Lagos Port,6176,10,18494.53
RTE001009,Rotterdam Port,Durban Port,18861,12,40564.14
RTE001010,Dubai Port,Rotterdam Port,15646,18,45684.53
RTE001011,Durban Port,Rotterdam Port,15160,10,46028.67
RTE001012,Singapore Port,Dubai Port,1587,6,19369.35
RTE001013,Los Angeles Port,Dubai Port,3388,17,10973.98
RTE001014,Lagos Port,Dubai Port,3187,3,23644.81
RTE001015,Shanghai Port,Rotterdam Port,19047,2,48266.28
RTE001016,Los Angeles Port,Singapore Port,878,8,26606.1
RTE001017,Dubai Port,Dubai Port,15191,15,4233.07
RTE001018,Shanghai Port,Lagos Port,5484,8,28770.58
RTE001019,Shanghai Port,Durban Port,8599,31,6064.52
RTE001020,Durban Port,Dubai Port,4783,38,22023.43
RTE001021,Rotterdam Port,Lagos Port,13638,29,1981.51
RTE001022,Rotterdam Port,Dubai Port,11863,27,13353.91
RTE001023,Los Angeles Port,Lagos Port,6810,19,15607.18
RTE001024,Shanghai Port,Hamburg Port,12625,36,48452.67
RTE001025,Dubai Port,Los Angeles Port,19776,5,12743.56
RTE001026,Rotterdam Port,Rotterdam Port,11309,31,30621.89
RTE001027,Los Angeles Port,Hamburg Port,18616,33,46879.39
RTE001028,Shanghai Port,Los Angeles Port,5561,22,22084.88
RTE001029,Singapore Port,Los Angeles Port,17041,29,48586.51
RTE001030,Los Angeles Port,Durban Port,10054,26,23278.63
RTE001031,Dubai Port,Hamburg Port,18684,14,39559.89
RTE001032,Shanghai Port,Shanghai Port,16499,18,20459.95
RTE001033,Los Angeles Port,Hamburg Port,4118,8,13519.4
RTE001034,Dubai Port,Lagos Port,8019,31,6145.02
RTE001035,Dubai Port,Durban Port,10867,38,41563.02
RTE001036,Dubai Port,Singapore Port,16349,10,17531.53
RTE001037,Lagos Port,Durban Port,4043,15,34886.0
RTE001038,Los Angeles Port,Lagos Port,7436,17,45408.84
RTE001039,Hamburg Port,Los Angeles Port,13468,24,15228.12
RTE001040,Rotterdam Port,Hamburg Port,2471,31,26210.74
RTE001041,Lagos Port,Rotterdam Port,15150,5,10415.03
RTE001042,Durban Port,Los Angeles Port,15370,5,33809.47
RTE001043,Lagos Port,Lagos Port,9104,29,44061.89
RTE001044,Singapore Port,Rotterdam Port,16799,3,9085.99
RTE001045,Rotterdam Port,Los Angeles Port,4983,25,10585.45
RTE001046,Dubai Port,Dubai Port,6253,38,47297.94
RTE001047,Shanghai Port,Hamburg Port,9158,34,7735.57
RTE001048,Dubai Port,Hamburg Port,7425,32,27643.01
RTE001049,Singapore Port,Singapore Port,8550,18,33269.93
RTE001050,Singapore Port,Singapore Port,15241,14,19083.77
RTE001051,Lagos Port,Lagos Port,15335,8,2492.62
RTE001052,Dubai Port,Lagos Port,18094,11,7775.36
RTE001053,Singapore Port,Rotterdam Port,4890,15,46429.17
RTE001054,Singapore Port,Lagos Port,14268,18,25098.49
RTE001055,Los Angeles Port,Rotterdam Port,19437,14,24563.5
RTE001056,Lagos Port,Los Angeles Port,1821,20,36386.21
RTE001057,Dubai Port,Los Angeles Port,10683,15,39646.13
RTE001058,Singapore Port,Singapore Port,10548,7,24627.37
RTE001059,Durban Port,Lagos Port,18198,14,4058.11
RTE001060,Los Angeles Port,Los Angeles Port,3887,36,34442.35
RTE001061,Singapore Port,Los Angeles Port,12270,7,49421.82
RTE001062,Los Angeles Port,Lagos Port,19189,26,32676.48
RTE001063,Los Angeles Port,Durban Port,7926,20,14839.18
RTE001064,Durban Port,Los Angeles Port,9047,3,24123.88
RTE001065,Singapore Port,Shanghai Port,9522,23,42247.03
RTE001066,Los Angeles Port,Singapore Port,11920,20,48405.43
RTE001067,Singapore Port,Rotterdam Port,1607,5,16430.97
RTE001068,Durban Port,Durban Port,7315,10,8727.45
RTE001069,Hamburg Port,Lagos Port,14139,29,20392.88
RTE001070,Rotterdam Port,Los Angeles Port,5629,16,49019.07
RTE001071,Hamburg Port,Rotterdam Port,19392,16,14092.02
RTE001072,Shanghai Port,Durban Port,5158,3,37796.22
RTE001073,Lagos Port,Lagos Port,6050,33,25686.64
RTE001074,Los Angeles Port,Rotterdam Port,13750,31,49831.36
RTE001075,Durban Port,Singapore Port,1285,11,39260.62
RTE001076,Dubai Port,Singapore Port,3346,13,28321.98
RTE001077,Rotterdam Port,Hamburg Port,16559,24,10823.05
RTE001078,Dubai Port,Los Angeles Port,752,21,28600.13
RTE001079,Dubai Port,Lagos Port,11704,13,36955.2
RTE001080,Singapore Port,Los Angeles Port,9772,5,21608.14
RTE001081,Hamburg Port,Lagos Port,14711,34,1406.45
RTE001082,Shanghai Port,Los Angeles Port,3745,4,36996.46
RTE001083,Los Angeles Port,Dubai Port,18889,20,43781.19
RTE001084,Dubai Port,Shanghai Port,1678,33,26276.32
RTE001085,Durban Port,Shanghai Port,2214,28,17917.26
RTE001086,Hamburg Port,Los Angeles Port,7548,34,8673.17
RTE001087,Shanghai Port,Durban Port,6248,3,35317.09
RTE001088,Hamburg Port,Dubai Port,11686,18,3336.21
RTE001089,Singapore Port,Los Angeles Port,7589,13,49957.91
RTE001090,Hamburg Port,Lagos Port,18984,18,27293.17
RTE001091,Hamburg Port,Durban Port,16841,9,21057.58
RTE001092,Durban Port,Singapore Port,4195,36,45147.7
RTE001093,Los Angeles Port,Rotterdam Port,16072,26,1524.11
RTE001094,Dubai Port,Los Angeles Port,10932,20,8585.25
RTE001095,Rotterdam Port,Lagos Port,13088,12,29790.69
RTE001096,Dubai Port,Rotterdam Port,19915,31,7247.27
RTE001097,Singapore Port,Durban Port,11998,26,49749.34
RTE001098,Lagos Port,Hamburg Port,1087,22,11087.7
RTE001099,Lagos Port,Shanghai Port,4507,38,21582.99
RTE001100,Los Angeles Port,Dubai Port,14436,21,48895.78
RTE001101,Singapore Port,Rotterdam Port,11832,3,12640.25
RTE001102,Hamburg Port,Hamburg Port,3424,15,8032.3
RTE001103,Rotterdam Port,Durban Port,10284,27,34595.52
RTE001104,Los Angeles Port,Hamburg Port,16341,5,14098.6
RTE001105,Los Angeles Port,Shanghai Port,2589,20,45068.11
RTE001106,Hamburg Port,Los Angeles Port,15172,5,2637.75
RTE001107,Singapore Port,Los Angeles Port,13627,11,35153.73
RTE001108,Hamburg Port,Shanghai Port,17175,33,16514.24
RTE001109,Durban Port,Durban Port,19282,28,24341.97
RTE001110,Lagos Port,Shanghai Port,4086,24,49512.12
RTE001111,Hamburg Port,Durban Port,5535,28,26767.73
RTE001112,Lagos Port,Los Angeles Port,5218,7,3708.85
RTE001113,Singapore Port,Durban Port,17436,32,42789.3
RTE001114,Dubai Port,Los Angeles Port,19281,12,36511.88
RTE001115,Shanghai Port,Shanghai Port,11116,7,36446.66
RTE001116,Hamburg Port,Dubai Port,19623,2,43816.93
RTE001117,Singapore Port,Lagos Port,10086,33,3396.5
RTE001118,Durban Port,Dubai Port,12884,21,49352.7
RTE001119,Los Angeles Port,Hamburg Port,8756,36,33201.7
RTE001120,Hamburg Port,Rotterdam Port,6964,24,36253.78
RTE001121,Dubai Port,Singapore Port,14653,4,13400.97
RTE001122,Los Angeles Port,Durban Port,19705,28,21833.34
RTE001123,Hamburg Port,Hamburg Port,6240,18,24484.1
RTE001124,Durban Port,Dubai Port,1450,33,4323.35
RTE001125,Singapore Port,Singapore Port,7981,18,6467.3
RTE001126,Dubai Port,Los Angeles Port,8623,8,6603.68
RTE001127,Rotterdam Port,Shanghai Port,8938,10,12313.83
RTE001128,Los Angeles Port,Dubai Port,1073,14,24358.54
RTE001129,Durban Port,Singapore Port,17208,4,23690.38
RTE001130,Los Angeles Port,Hamburg Port,8982,23,10733.39
RTE001131,Singapore Port,Lagos Port,9204,2,35704.86
RTE001132,Los Angeles Port,Rotterdam Port,15492,9,32939.92
RTE001133,Shanghai Port,Durban Port,19443,38,7666.86
RTE001134,Los Angeles Port,Lagos Port,11208,21,4567.19
RTE001135,Singapore Port,Shanghai Port,19353,25,11569.47
RTE001136,Rotterdam Port,Rotterdam Port,5518,26,13638.03
RTE001137,Hamburg Port,Dubai Port,2146,26,3395.75
RTE001138,Los Angeles Port,Singapore Port,14932,27,7223.62
RTE001139,Shanghai Port,Durban Port,13510,35,9661.12
RTE001140,Hamburg Port,Singapore Port,13310,3,9096.93
RTE001141,Shanghai Port,Durban Port,6932,32,9289.99
RTE001142,Singapore Port,Shanghai Port,762,27,23600.88
RTE001143,Lagos Port,Singapore Port,3679,7,41128.06
RTE001144,Los Angeles Port,Lagos Port,18743,25,20510.83
RTE001145,Los Angeles Port,Hamburg Port,694,15,24182.24
RTE001146,Durban Port,Lagos Port,987,33,36749.91
RTE001147,Rotterdam Port,Los Angeles Port,2262,34,48663.08
RTE001148,Durban Port,Los Angeles Port,17291,34,35171.34
RTE001149,Los Angeles Port,Singapore Port,15539,14,40721.92
RTE001150,Singapore Port,Los Angeles Port,9028,6,12549.85
RTE001151,Lagos Port,Singapore Port,18901,35,3303.64
RTE001152,Hamburg Port,Hamburg Port,13358,32,41026.24
RTE001153,Rotterdam Port,Rotterdam Port,3121,34,18903.54
RTE001154,Durban Port,Los Angeles Port,1391,35,35128.08
RTE001155,Durban Port,Lagos Port,15567,25,17717.0
RTE001156,Dubai Port,Rotterdam Port,2231,3,25640.33
RTE001157,Rotterdam Port,Hamburg Port,19757,14,21842.76
RTE001158,Durban Port,Rotterdam Port,17150,13,47038.13
RTE001159,Hamburg Port,Rotterdam Port,18197,28,25123.5
RTE001160,Durban Port,Hamburg Port,9811,4,15708.32
RTE001161,Shanghai Port,Singapore Port,17504,24,5864.29
RTE001162,Durban Port,Lagos Port,4334,31,34580.01
RTE001163,Dubai Port,Los Angeles Port,2973,36,20919.91
RTE001164,Lagos Port,Los Angeles Port,15116,19,31614.61
RTE001165,Shanghai Port,Lagos Port,14931,11,36801.64
RTE001166,Dubai Port,Los Angeles Port,2322,8,9361.44
RTE001167,Rotterdam Port,Lagos Port,3821,30,18175.84
RTE001168,Lagos Port,Rotterdam Port,3222,2,24735.33
RTE001169,Hamburg Port,Durban Port,702,8,16991.31
RTE001170,Durban Port,Shanghai Port,11889,9,14643.5
RTE001171,Lagos Port,Hamburg Port,8856,14,34185.28
RTE001172,Singapore Port,Rotterdam Port,5977,39,12435.84
RTE001173,Rotterdam Port,Los Angeles Port,16304,11,45812.81
RTE001174,Lagos Port,Los Angeles Port,2960,15,11512.15
RTE001175,Hamburg Port,Durban Port,601,5,45000.82
RTE001176,Hamburg Port,Singapore Port,2918,12,12446.05
RTE001177,Lagos Port,Singapore Port,15470,17,25166.2
RTE001178,Lagos Port,Rotterdam Port,2090,17,45635.9
RTE001179,Lagos Port,Hamburg Port,11007,25,10307.59
RTE001180,Shanghai Port,Rotterdam Port,9694,39,28682.55
RTE001181,Singapore Port,Hamburg Port,17717,26,12632.93
RTE001182,Durban Port,Hamburg Port,10186,3,3185.17
RTE001183,Durban Port,Dubai Port,18660,9,30229.71
RTE001184,Hamburg Port,Los Angeles Port,5653,4,45855.0
RTE001185,Durban Port,Durban Port,4236,27,22741.4
RTE001186,Singapore Port,Dubai Port,5462,24,49968.73
RTE001187,Durban Port,Rotterdam Port,17055,25,7594.32
RTE001188,Los Angeles Port,Los Angeles Port,11446,36,35631.26
RTE001189,Lagos Port,Lagos Port,1160,32,41597.62
RTE001190,Durban Port,Durban Port,8265,6,42304.9
RTE001191,Los Angeles Port,Los Angeles Port,13122,28,26388.68
RTE001192,Rotterdam Port,Hamburg Port,10818,10,17020.9
RTE001193,Rotterdam Port,Dubai Port,2438,14,9980.5
RTE001194,Singapore Port,Rotterdam Port,8587,14,1639.41
RTE001195,Dubai Port,Singapore Port,7749,28,19949.06
RTE001196,Shanghai Port,Shanghai Port,9890,36,3494.23
RTE001197,Singapore Port,Dubai Port,14930,12,20817.18
RTE001198,Dubai Port,Singapore Port,17146,26,35290.63
RTE001199,Lagos Port,Lagos Port,4203,37,6599.13
RTE001200,Hamburg Port,Dubai Port,6893,28,42706.19
RTE001201,Lagos Port,Dubai Port,15915,4,20722.73
RTE001202,Dubai Port,Lagos Port,14018,30,41850.37
RTE001203,Lagos Port,Los Angeles Port,12538,29,17655.35
RTE001204,Lagos Port,Lagos Port,13049,25,32795.55
RTE001205,Lagos Port,Dubai Port,2748,5,4913.15
RTE001206,Shanghai Port,Dubai Port,1391,24,34666.2
RTE001207,Dubai Port,Lagos Port,9712,22,10022.77
RTE001208,Singapore Port,Lagos Port,4314,2,5114.18
RTE001209,Lagos Port,Rotterdam Port,5659,11,11281.89
RTE001210,Shanghai Port,Shanghai Port,3366,34,32498.93
RTE001211,Shanghai Port,Lagos Port,12896,28,10763.81
RTE001212,Durban Port,Rotterdam Port,2601,15,37424.5
RTE001213,Durban Port,Hamburg Port,4771,25,32948.12
RTE001214,Durban Port,Durban Port,19340,13,46287.42
RTE001215,Rotterdam Port,Shanghai Port,8236,38,8118.86
RTE001216,Los Angeles Port,Singapore Port,19519,29,30978.53
RTE001217,Lagos Port,Durban Port,15889,18,28366.02
RTE001218,Singapore Port,Lagos Port,7566,14,39651.86
RTE001219,Durban Port,Rotterdam Port,10950,6,2333.69
RTE001220,Los Angeles Port,Rotterdam Port,18927,33,16908.37
RTE001221,Singapore Port,Shanghai Port,16985,7,5691.66
RTE001222,Lagos Port,Los Angeles Port,7582,16,33499.34
RTE001223,Lagos Port,Shanghai Port,18937,28,11748.55
RTE001224,Rotterdam Port,Rotterdam Port,4405,30,4890.99
RTE001225,Rotterdam Port,Shanghai Port,13028,16,13384.28
RTE001226,Durban Port,Lagos Port,2812,13,5211.69
RTE001227,Durban Port,Los Angeles Port,2590,10,21942.45
RTE001228,Shanghai Port,Durban Port,646,34,37486.04
RTE001229,Lagos Port,Los Angeles Port,10390,37,16979.39
RTE001230,Dubai Port,Dubai Port,12296,26,47184.46
RTE001231,Hamburg Port,Shanghai Port,14912,7,33062.22
RTE001232,Dubai Port,Singapore Port,1914,31,37355.45
RTE001233,Dubai Port,Dubai Port,8584,6,39860.19
RTE001234,Shanghai Port,Shanghai Port,5430,17,8618.86
RTE001235,Shanghai Port,Durban Port,8491,9,1551.78
RTE001236,Los Angeles Port,Hamburg Port,9050,32,8975.32
RTE001237,Singapore Port,Los Angeles Port,11819,12,37576.99
RTE001238,Lagos Port,Hamburg Port,5530,15,26527.59
RTE001239,Hamburg Port,Durban Port,6928,10,12147.87
RTE001240,Singapore Port,Dubai Port,16186,4,27488.22
RTE001241,Singapore Port,Dubai Port,18938,17,36829.72
RTE001242,Dubai Port,Dubai Port,922,3,36174.93
RTE001243,Hamburg Port,Dubai Port,13499,12,41775.22
RTE001244,Durban Port,Durban Port,11700,4,27221.22
RTE001245,Hamburg Port,Lagos Port,3696,17,14478.96
RTE001246,Rotterdam Port,Lagos Port,13669,31,48982.79
RTE001247,Shanghai Port,Hamburg Port,18894,5,36303.62
RTE001248,Hamburg Port,Hamburg Port,14455,9,18382.0
RTE001249,Shanghai Port,Rotterdam Port,3279,8,48196.07
RTE001250,Lagos Port,Rotterdam Port,16982,34,12624.89
RTE001251,Rotterdam Port,Shanghai Port,11911,28,3442.14
RTE001252,Dubai Port,Los Angeles Port,9080,10,12998.47
RTE001253,Rotterdam Port,Durban Port,15410,29,44320.17
RTE001254,Singapore Port,Singapore Port,13323,24,1282.11
RTE001255,Los Angeles Port,Hamburg Port,3423,6,1455.44
RTE001256,Lagos Port,Rotterdam Port,14405,36,44948.06
RTE001257,Shanghai Port,Lagos Port,4866,2,43768.94
RTE001258,Lagos Port,Shanghai Port,11371,11,2021.27
RTE001259,Shanghai Port,Dubai Port,8902,33,19952.46
RTE001260,Durban Port,Hamburg Port,5693,13,12144.96
RTE001261,Dubai Port,Rotterdam Port,506,27,48227.13
RTE001262,Hamburg Port,Hamburg Port,18563,17,40462.97
RTE001263,Hamburg Port,Rotterdam Port,17173,30,28507.29
RTE001264,Los Angeles Port,Durban Port,2391,22,8395.76
RTE001265,Dubai Port,Hamburg Port,1873,5,29090.09
RTE001266,Los Angeles Port,Singapore Port,4381,10,26135.77
RTE001267,Singapore Port,Dubai Port,18409,9,29375.75
RTE001268,Durban Port,Durban Port,18858,6,14202.49
RTE001269,Dubai Port,Dubai Port,6170,9,12941.32
RTE001270,Rotterdam Port,Hamburg Port,7632,4,17419.77
RTE001271,Lagos Port,Los Angeles Port,10251,8,5480.89
RTE001272,Los Angeles Port,Los Angeles Port,6312,36,25518.83
RTE001273,Shanghai Port,Shanghai Port,13335,32,43147.75
RTE001274,Dubai Port,Rotterdam Port,8796,30,45235.84
RTE001275,Singapore Port,Los Angeles Port,4900,20,24184.36
RTE001276,Hamburg Port,Hamburg Port,7383,39,38975.97
RTE001277,Rotterdam Port,Lagos Port,4861,28,16761.56
RTE001278,Los Angeles Port,Dubai Port,6425,16,38094.57
RTE001279,Durban Port,Durban Port,15568,12,43623.26
RTE001280,Shanghai Port,Singapore Port,8359,33,17535.56
RTE001281,Dubai Port,Rotterdam Port,12489,38,49960.98
RTE001282,Los Angeles Port,Shanghai Port,10770,2,4417.98
RTE001283,Dubai Port,Los Angeles Port,16882,7,28653.53
RTE001284,Durban Port,Singapore Port,6064,27,25372.57
RTE001285,Singapore Port,Hamburg Port,18587,39,24171.7
RTE001286,Durban Port,Dubai Port,18319,21,47052.39
RTE001287,Durban Port,Hamburg Port,10718,16,25374.02
RTE001288,Rotterdam Port,Los Angeles Port,5743,35,27270.36
RTE001289,Lagos Port,Dubai Port,7993,19,25867.55
RTE001290,Hamburg Port,Singapore Port,8752,23,48465.93
RTE001291,Rotterdam Port,Hamburg Port,16631,38,24451.09
RTE001292,Los Angeles Port,Shanghai Port,4534,23,35996.77
RTE001293,Rotterdam Port,Los Angeles Port,2514,38,10145.76
RTE001294,Hamburg Port,Shanghai Port,18408,33,48827.86
RTE001295,Los Angeles Port,Dubai Port,5522,15,16380.66
RTE001296,Dubai Port,Singapore Port,16654,16,43647.24
RTE001297,Dubai Port,Rotterdam Port,19404,9,27863.49
RTE001298,Durban Port,Los Angeles Port,16309,30,40323.63
RTE001299,Hamburg Port,Dubai Port,12595,19,14840.5
RTE001300,Durban Port,Durban Port,7808,18,46998.99
RTE001301,Shanghai Port,Los Angeles Port,11853,11,38074.38
RTE001302,Dubai Port,Lagos Port,6766,10,1820.44
RTE001303,Hamburg Port,Hamburg Port,19119,20,31122.29
RTE001304,Lagos Port,Durban Port,5651,12,8246.46
RTE001305,Lagos Port,Lagos Port,732,11,19817.63
RTE001306,Shanghai Port,Lagos Port,5934,2,21415.31
RTE001307,Lagos Port,Durban Port,10380,38,31389.29
RTE001308,Lagos Port,Singapore Port,5017,34,31021.62
RTE001309,Dubai Port,Rotterdam Port,17341,2,6192.82
RTE001310,Singapore Port,Rotterdam Port,15329,10,25785.64
RTE001311,Dubai Port,Dubai Port,12399,12,13070.13
RTE001312,Durban Port,Durban Port,11213,4,8909.55
RTE001313,Rotterdam Port,Lagos Port,7012,8,14708.38
RTE001314,Los Angeles Port,Rotterdam Port,11354,35,42109.0
RTE001315,Shanghai Port,Los Angeles Port,1101,20,5583.33
RTE001316,Lagos Port,Lagos Port,13895,3,43979.88
RTE001317,Shanghai Port,Hamburg Port,15625,21,38160.57
RTE001318,Dubai Port,Rotterdam Port,5216,30,4501.31
RTE001319,Hamburg Port,Rotterdam Port,6914,7,46725.86
RTE001320,Singapore Port,Los Angeles Port,13541,14,33267.93
RTE001321,Dubai Port,Los Angeles Port,7901,39,32472.46
RTE001322,Hamburg Port,Los Angeles Port,7744,21,8105.91
RTE001323,Durban Port,Hamburg Port,2358,5,43691.95
RTE001324,Lagos Port,Lagos Port,4314,18,7861.27
RTE001325,Singapore Port,Hamburg Port,16737,28,1266.41
RTE001326,Durban Port,Rotterdam Port,5659,33,25834.16
RTE001327,Dubai Port,Singapore Port,11932,31,6058.29
RTE001328,Los Angeles Port,Hamburg Port,15470,11,28620.32
RTE001329,Rotterdam Port,Lagos Port,15530,29,48370.06
RTE001330,Los Angeles Port,Lagos Port,1151,3,2671.4
RTE001331,Rotterdam Port,Dubai Port,13544,32,24636.4
RTE001332,Lagos Port,Hamburg Port,8854,21,46802.43
RTE001333,Hamburg Port,Lagos Port,6064,8,40346.69
RTE001334,Lagos Port,Lagos Port,8433,25,43525.01
RTE001335,Dubai Port,Hamburg Port,15868,32,19054.51
RTE001336,Shanghai Port,Dubai Port,1678,8,29037.41
RTE001337,Shanghai Port,Durban Port,14097,14,37578.86
RTE001338,Durban Port,Los Angeles Port,17617,38,14994.24
RTE001339,Los Angeles Port,Rotterdam Port,15955,14,45009.42
