date,fuel_price,region
2024-02-05,891.18,Europe
2023-05-31,813.84,Europe
2022-05-10,407.25,Europe
2024-09-11,747.73,Asia
2022-09-15,386.87,Americas
2024-09-18,562.81,Europe
2023-01-12,691.01,Americas
2024-03-29,518.74,Americas
2022-01-16,804.88,Europe
2022-01-08,565.63,Europe
2022-06-29,352.96,Asia
2024-09-06,501.09,Americas
2022-01-26,753.51,Asia
2024-05-30,781.48,Africa
2022-08-08,766.23,Africa
2023-07-28,345.76,Americas
2024-02-20,647.64,Africa
2024-04-13,488.0,Americas
2023-06-16,385.66,Africa
2022-02-22,422.11,Asia
2023-03-03,624.6,Europe
2024-05-19,749.47,Europe
2022-04-11,505.26,Europe
2023-07-18,850.86,Africa
2022-09-13,382.84,Americas
2023-10-02,425.76,Asia
2024-02-04,344.9,Asia
2023-09-29,881.63,Americas
2023-11-10,505.16,Africa
2024-07-19,616.0,Asia
2023-03-15,845.03,Asia
2024-05-17,445.33,Asia
2024-02-06,828.02,Asia
2023-08-22,795.14,Africa
2022-11-14,488.03,Asia
2023-01-10,869.96,Americas
2024-11-06,657.73,Americas
2024-07-20,328.56,Americas
2022-01-21,417.98,Europe
2023-10-12,336.98,Asia
2022-08-23,688.0,Europe
2023-04-02,302.89,Europe
2022-07-10,470.83,Asia
2022-07-23,329.96,Asia
2022-02-13,843.73,Asia
2024-01-17,322.72,Americas
2024-07-28,874.01,Europe
2023-02-09,547.36,Africa
2024-08-20,337.2,Africa
2023-04-30,635.4,Asia
2023-11-07,783.01,Asia
2024-02-28,407.73,Americas
2023-09-20,498.99,Asia
2024-03-10,768.03,Europe
2023-07-26,557.68,Asia
2023-09-21,771.25,Asia
2024-04-22,454.05,Americas
2023-10-15,844.72,Asia
2023-01-27,750.25,Europe
2024-04-19,394.49,Africa
2024-06-17,647.14,Africa
2023-07-03,640.51,Europe
2024-08-11,883.42,Europe
2023-03-25,819.21,Africa
2022-01-22,643.67,Africa
2024-06-24,574.04,Asia
2024-08-21,594.94,Asia
2024-12-20,688.35,Asia
2023-01-29,506.27,Asia
2022-11-04,742.27,Asia
2022-07-25,595.36,Africa
2024-05-07,740.16,Americas
2023-09-15,745.29,Asia
2023-06-27,522.08,Americas
2022-09-30,769.33,Europe
2024-02-12,656.05,Africa
2024-06-25,557.79,Asia
2024-08-03,565.88,Asia
2022-11-19,310.46,Europe
2022-04-07,639.91,Africa
2023-01-20,658.73,Europe
2023-12-24,762.05,Africa
2022-02-11,468.89,Europe
2024-09-01,576.26,Africa
2023-10-11,842.38,Americas
2023-11-05,623.76,Americas
2022-03-07,386.98,Asia
2022-12-23,848.73,Asia
2024-09-17,666.94,Europe
2024-01-31,549.38,Africa
2024-10-26,433.27,Europe
2023-01-29,830.0,Americas
2024-06-05,689.2,Europe
2023-09-30,317.35,Europe
2022-08-27,454.75,Europe
2022-06-10,777.5,Americas
2024-01-07,869.09,Americas
2024-09-16,840.97,Asia
2023-02-15,734.78,Africa
2023-08-31,832.67,Asia
2022-04-30,331.95,Africa
2023-03-08,484.18,Africa
2023-12-03,477.24,Europe
2024-05-29,444.34,Africa
2023-12-22,616.07,Africa
2024-07-13,661.67,Asia
2022-09-05,493.04,Americas
2022-09-11,452.47,Africa
2024-11-04,773.54,Europe
2022-11-26,705.02,Africa
2022-04-27,438.59,Africa
2024-04-28,890.24,Africa
2022-02-04,620.48,Americas
2024-12-23,551.96,Americas
2022-10-11,817.54,Americas
2024-05-24,357.56,Europe
2024-01-07,622.18,Africa
2023-06-08,411.62,Europe
2024-03-23,320.83,Asia
2022-06-14,461.22,Africa
2023-11-20,799.19,Americas
2023-01-20,762.84,Africa
2023-04-21,561.76,Asia
2022-07-19,668.59,Africa
2022-04-11,472.95,Europe
2024-10-16,321.29,Africa
2022-03-10,795.09,Europe
2023-06-28,708.53,Europe
2022-05-02,583.04,Europe
2023-02-06,776.39,Americas
2022-06-25,711.43,Europe
2022-07-08,675.07,Americas
2024-11-01,808.85,Africa
2022-09-28,407.67,Europe
2023-02-02,758.68,Europe
2022-03-26,429.3,Asia
2024-04-08,840.7,Asia
2024-07-04,395.84,Europe
2024-11-16,547.59,Africa
2023-04-07,615.4,Asia
2023-01-29,733.79,Americas
2024-08-03,880.78,Americas
2024-09-06,620.07,Africa
2024-09-14,684.69,Europe
2024-12-03,867.11,Americas
2024-01-08,455.8,Europe
2022-11-07,378.11,Asia
2022-12-23,597.58,Africa
2022-12-18,462.22,Europe
2024-11-15,839.02,Asia
2022-04-03,465.44,Europe
2022-12-04,885.04,Asia
2023-01-13,435.67,Asia
2023-03-30,422.07,Africa
2024-04-02,828.58,Europe
2023-10-12,347.92,Africa
2023-08-18,878.84,Americas
2022-04-10,633.48,Americas
2023-07-20,437.91,Europe
2023-03-11,369.93,Europe
2024-10-24,849.29,Americas
2024-12-16,567.18,Europe
2023-03-06,792.42,Europe
2022-05-02,788.0,Africa
2022-09-21,342.12,Americas
2023-08-19,330.11,Europe
2024-06-14,470.0,Americas
2023-04-07,351.53,Americas
2023-08-03,619.28,Asia
2022-02-08,572.06,Africa
2022-03-27,443.76,Africa
2022-05-03,880.88,Europe
2022-03-01,856.67,Asia
2022-08-29,825.79,Europe
2024-11-12,490.7,Americas
2024-11-01,689.43,Africa
2024-12-24,658.83,Americas
2022-10-07,689.37,Africa
2022-12-28,574.84,Europe
2022-01-27,808.01,Europe
2024-09-12,429.5,Americas
2023-12-23,451.33,Africa
2024-03-28,427.44,Africa
2023-09-16,755.72,Europe
2023-01-08,420.8,Asia
2023-02-07,882.35,Europe
2023-07-19,857.13,Europe
2024-04-27,865.79,Americas
2023-06-28,532.12,Europe
2022-10-31,346.78,Europe
2022-09-29,344.02,Americas
2022-07-22,387.98,Africa
2022-01-04,498.1,Americas
2022-01-31,669.66,Asia
2024-04-22,569.26,Africa
2024-01-18,310.53,Africa
2024-08-28,841.06,Americas
2022-04-03,899.5,Americas
2024-06-11,404.98,Europe
2022-04-23,395.71,Europe
2022-06-22,696.16,Africa
2022-04-05,810.31,Africa
2024-10-07,537.46,Europe
2024-07-26,325.65,Americas
2022-03-03,310.79,Asia
2022-03-13,528.88,Americas
2023-01-10,415.52,Americas
2023-04-18,859.87,Africa
2024-05-11,559.17,Americas
2024-07-10,853.91,Europe
2023-02-20,838.77,Europe
2023-07-25,682.85,Europe
2024-04-17,460.82,Europe
2024-04-01,873.85,Europe
2024-03-26,768.67,Europe
2023-02-05,396.79,Africa
2023-04-27,821.27,Asia
2023-01-05,334.53,Africa
2022-01-24,658.82,Africa
2024-02-23,316.86,Europe
2023-12-28,414.08,Europe
2024-03-12,359.43,Americas
2022-09-25,504.27,Africa
2023-10-08,877.49,Americas
2022-06-28,417.23,Asia
2022-05-23,663.8,Americas
2023-10-24,440.91,Europe
2022-02-19,300.34,Americas
2022-07-03,354.17,Africa
2022-05-19,450.79,Americas
2024-08-26,851.02,Asia
2022-09-21,850.29,Europe
2024-06-25,743.63,Africa
2022-10-16,733.33,Americas
2024-01-20,681.88,Europe
2024-06-09,468.12,Europe
2022-10-08,415.55,Europe
2022-12-07,867.94,Asia
2024-11-30,486.99,Americas
2022-02-13,406.65,Europe
2023-09-03,778.39,Africa
2023-05-25,791.24,Americas
2022-02-17,524.04,Americas
2023-12-17,572.04,Europe
2023-03-08,405.03,Africa
2023-12-14,540.22,Asia
2024-06-18,395.37,Africa
2023-09-01,691.09,Asia
2022-09-24,498.61,Asia
2023-02-03,799.63,Americas
2022-01-11,797.49,Americas
2022-02-02,804.29,Africa
2022-05-01,845.17,Europe
2022-10-18,701.07,Americas
2022-03-22,684.53,Americas
2023-01-04,434.86,Asia
2024-07-11,748.12,Europe
2024-01-20,712.88,Asia
2024-05-20,811.21,Americas
2024-12-30,689.63,Asia
2023-07-23,464.45,Europe
2024-10-08,383.22,Africa
2023-02-14,306.47,Europe
2023-07-16,842.41,Americas
2022-05-29,648.07,Americas
2024-06-13,506.46,Asia
2024-05-07,359.16,Americas
2022-12-12,681.88,Africa
2022-02-28,306.72,Europe
2022-11-18,848.56,Americas
2024-05-13,831.86,Europe
2022-03-13,705.93,Asia
2022-06-08,625.8,Americas
2023-04-04,750.76,Europe
2023-11-09,474.3,Americas
2022-06-17,727.37,Asia
2024-01-26,575.99,Africa
2024-01-28,689.6,Americas
2023-04-02,677.44,Africa
2023-08-14,728.98,Asia
2022-06-14,397.12,Americas
2023-02-22,543.21,Americas
2023-07-03,685.08,Americas
2023-10-27,582.54,Africa
2022-01-19,772.46,Asia
2023-08-28,752.74,Africa
2022-03-20,584.67,Asia
2024-09-24,458.99,Americas
2022-11-29,568.6,Asia
2024-03-13,323.49,Europe
2023-12-14,326.71,Europe
2023-06-29,620.13,Africa
2024-09-28,318.44,Europe
2023-03-29,774.22,Europe
2024-04-03,496.7,Europe
2023-11-01,589.0,Africa
2024-06-16,517.11,Europe
2022-05-31,556.19,Americas
2023-04-27,627.29,Africa
2023-06-04,323.23,Asia
2024-10-02,661.84,Europe
2022-07-10,382.07,Asia
2024-11-13,304.68,Africa
2022-09-11,715.44,Africa
2022-05-19,782.03,Africa
2022-04-08,857.81,Africa
2023-02-20,421.12,Europe
2023-05-23,643.5,Americas
2024-01-30,777.9,Africa
2024-12-08,548.38,Africa
2022-01-25,743.85,Europe
2022-04-19,491.97,Europe
2024-04-15,455.01,Asia
2022-05-30,416.24,Europe
2023-11-02,571.08,Europe
2024-01-25,884.79,Americas
2024-03-10,860.14,Asia
2023-11-05,590.81,Europe
2022-07-22,850.01,Europe
2024-05-04,751.38,Africa
2023-03-06,563.62,Americas
2024-03-05,735.7,Europe
2024-03-14,595.11,Asia
2024-12-07,774.7,Africa
2023-08-17,643.16,Europe
2024-12-11,386.58,Asia
2023-09-10,589.88,Africa
2024-05-15,303.84,Europe
2022-03-18,686.3,Africa
2023-04-08,789.43,Americas
2024-12-29,534.12,Asia
2022-07-24,759.98,Asia
2023-11-20,620.57,Europe
2023-03-03,846.24,Americas
2024-04-07,727.89,Europe
2024-06-01,572.33,Africa
2024-04-29,666.75,Americas
2024-10-08,547.29,Americas
2023-06-01,370.98,Africa
2023-05-13,770.52,Africa
2024-01-08,899.16,Europe
2022-09-06,759.43,Africa
2022-02-04,882.08,Africa
2022-07-16,815.63,Africa
2024-02-14,483.19,Europe
2024-09-22,848.76,Europe
2022-01-12,303.33,Americas
2024-10-01,377.71,Americas
2022-10-18,673.62,Asia
2023-05-09,706.67,Americas
2023-02-20,756.36,Americas
2022-05-16,493.92,Africa
2023-06-04,512.08,Europe
2022-09-14,438.78,Africa
2023-11-25,487.98,Europe
2022-11-24,309.81,Africa
2022-04-28,511.84,Americas
2024-07-22,518.57,Europe
2023-03-07,753.76,Asia
2022-06-18,303.65,Americas
2024-09-05,553.58,Africa
2023-08-21,853.74,Africa
2023-04-08,882.77,Africa
2023-03-21,528.17,Africa
2024-12-29,367.89,Europe
2024-07-17,889.44,Americas
2022-07-15,529.79,Europe
2023-07-19,785.72,Americas
2024-05-08,440.88,Europe
2023-08-07,839.1,Americas
2022-07-28,593.26,Africa
2023-08-24,460.79,Africa
2023-10-12,336.58,Europe
2023-05-25,460.07,Americas
2024-10-11,863.68,Europe
2023-10-04,879.58,Americas
2023-06-06,428.05,Europe
2022-02-14,712.89,Americas
2024-05-20,578.44,Asia
2024-01-11,503.77,Africa
2024-01-11,862.74,Europe
2024-12-09,773.15,Africa
2022-09-25,814.04,Asia
2023-02-02,544.9,Asia
2023-08-03,687.81,Americas
2023-01-11,632.35,Africa
2023-11-11,513.68,Asia
2023-09-11,571.14,Asia
2022-11-23,864.42,Africa
2022-02-15,332.57,Europe
2023-01-11,706.57,Americas
2022-04-20,862.21,Americas
2022-12-01,588.83,Africa
2022-12-07,704.33,Americas
2023-01-04,830.7,Africa
2024-09-20,464.24,Africa
2022-01-03,393.35,Asia
2023-06-07,438.02,Americas
2023-10-17,556.6,Europe
2024-03-26,758.53,Africa
2024-07-13,549.59,Americas
2022-01-29,842.45,Asia
2023-06-12,345.08,Asia
2023-12-25,624.82,Asia
2024-10-13,317.63,Americas
2022-06-03,580.24,Asia
2024-08-03,861.42,Asia
2024-09-26,301.71,Africa
2022-06-28,437.98,Asia
2022-08-29,852.66,Europe
2023-10-03,346.43,Europe
2024-03-12,679.83,Americas
2022-01-26,673.1,Europe
2023-08-04,829.91,Americas
2022-10-20,621.94,Americas
2024-01-20,455.43,Europe
2023-02-23,366.19,Asia
2024-08-06,866.14,Americas
2023-01-30,723.61,Africa
2023-05-19,581.4,Africa
2022-09-10,458.83,Europe
2023-04-06,846.37,Europe
2023-06-11,642.36,Americas
2024-03-05,461.96,Asia
2022-12-02,460.01,Africa
2024-08-31,786.17,Europe
2023-07-07,626.34,Americas
2023-11-19,475.05,Africa
2022-02-09,862.36,Europe
2022-04-17,555.74,Europe
2023-02-11,568.16,Europe
2023-10-16,668.94,Americas
2023-01-19,621.13,Europe
2023-07-10,488.49,Africa
2023-08-30,584.64,Africa
2022-07-20,371.3,Africa
2024-04-27,406.34,Africa
2023-05-09,450.37,Africa
2024-07-31,382.86,Asia
2024-10-28,526.62,Europe
2024-04-09,888.81,Europe
2023-09-25,451.29,Africa
2022-07-12,611.93,Africa
2023-03-01,459.67,Asia
2022-07-25,462.86,Asia
2023-12-30,493.91,Asia
2022-04-15,895.3,Asia
2023-10-08,377.97,Africa
2022-12-29,473.33,Americas
2022-06-18,691.38,Asia
2024-04-06,770.33,Africa
2023-02-17,528.55,Europe
2023-06-18,803.11,Europe
2022-03-31,444.58,Africa
2023-04-17,818.33,Asia
2023-04-15,852.17,Americas
2022-08-24,752.91,Asia
2022-05-05,692.73,Africa
2023-09-13,424.25,Asia
2022-07-26,878.04,Americas
2023-07-19,471.88,Europe
2023-04-09,476.31,Asia
2023-09-02,385.79,Asia
2022-03-08,586.97,Europe
2024-08-10,604.76,Americas
2023-05-20,713.42,Africa
2024-01-06,459.85,Europe
2023-04-02,593.59,Africa
2023-02-03,819.04,Americas
2022-02-12,783.05,Asia
2024-12-12,458.54,Americas
2024-07-24,536.17,Americas
2022-09-27,521.95,Asia
2023-01-21,521.71,Europe
2022-05-06,616.43,Asia
2023-07-26,772.92,Europe
2024-05-30,531.69,Europe
2024-07-10,364.33,Americas
2024-05-30,576.65,Africa
2022-02-22,384.77,Asia
2023-07-06,751.23,Asia
2022-06-04,670.79,Asia
2024-12-24,423.56,Americas
2023-05-14,475.35,Africa
2024-11-06,370.33,Asia
2023-09-02,354.03,Americas
2024-05-22,727.21,Africa
2022-05-12,708.71,Europe
2023-04-07,579.31,Asia
2023-12-15,705.58,Asia
2024-11-05,472.44,Europe
2023-05-18,355.84,Americas
2022-09-25,665.23,Asia
2024-04-06,672.39,Africa
2023-06-20,878.45,Americas
2022-06-22,609.11,Asia
2024-12-17,384.01,Africa
2024-03-12,635.0,Africa
2023-05-03,450.82,Africa
2024-02-15,727.93,Africa
2024-10-17,659.39,Americas
2024-05-14,676.2,Africa
2022-09-27,572.07,Africa
2023-10-23,528.62,Asia
2022-04-24,647.63,Americas
2022-09-11,350.16,Americas
2024-07-22,595.55,Asia
2024-04-29,750.16,Americas
2023-01-11,749.3,Asia
2024-04-08,566.93,Americas
2023-03-28,894.88,Europe
2022-05-21,319.24,Europe
2022-05-21,651.64,Africa
2022-05-19,460.52,Asia
2023-07-29,504.01,Africa
2023-10-17,653.42,Americas
2022-11-14,747.83,Asia
2022-09-26,626.96,Europe
2022-06-03,835.28,Asia
2023-12-06,576.65,Africa
2024-01-02,772.08,Africa
2023-01-03,527.4,Europe
2024-05-07,511.38,Asia
2023-05-10,422.51,Americas
2023-07-07,391.02,Africa
2024-01-13,417.3,Europe
2023-07-23,368.71,Europe
2024-09-07,655.12,Africa
2023-01-02,363.53,Americas
2024-07-27,879.78,Europe
2024-01-17,736.92,Africa
2023-09-24,598.11,Europe
2022-11-08,474.96,Americas
2023-08-25,841.06,Europe
2024-01-26,375.06,Africa
2024-01-22,758.92,Americas
2024-03-11,678.39,Americas
2023-01-14,831.6,Africa
2022-12-21,737.83,Asia
2024-07-13,463.78,Americas
2022-05-31,448.01,Europe
2022-07-21,362.36,Asia
2022-08-16,742.16,Asia
2022-02-18,748.6,Africa
2024-05-10,322.6,Africa
2024-03-31,759.08,Americas
2022-03-01,390.63,Africa
2022-04-01,566.85,Asia
2024-07-23,760.74,Africa
2024-03-16,483.86,Asia
2023-11-30,694.4,Asia
2024-06-10,571.93,Asia
2022-06-22,609.8,Asia
2022-12-28,473.12,Africa
2022-11-25,492.39,Europe
2023-07-10,822.61,Africa
2022-05-02,516.29,Africa
2022-06-06,623.94,Americas
2024-12-22,729.27,Europe
2024-05-15,630.57,Europe
2022-05-17,482.19,Americas
2022-09-25,827.12,Europe
2024-03-16,751.48,Europe
2024-10-12,495.95,Americas
2024-03-09,360.83,Africa
2022-03-01,520.73,Africa
2022-01-01,690.32,Europe
2022-12-09,625.63,Americas
2024-12-07,393.88,Asia
2023-05-14,635.13,Asia
2022-12-07,884.91,Africa
2022-05-06,603.8,Europe
2024-06-29,854.69,Asia
2023-03-12,629.76,Americas
2023-05-19,444.22,Africa
2022-05-13,652.84,Asia
2024-09-06,436.62,Europe
2022-08-04,538.98,Americas
2024-01-18,732.96,Africa
2024-02-19,670.49,Africa
2024-05-03,881.26,Asia
2022-03-14,662.14,Americas
2024-12-30,736.15,Americas
2023-05-15,677.94,Africa
2023-04-28,891.73,Africa
2023-02-09,883.34,Europe
2022-04-13,395.93,Asia
2023-09-08,695.15,Europe
2022-08-15,561.14,Asia
2022-06-17,525.75,Americas
2024-06-03,892.5,Asia
2022-11-21,847.41,Americas
2024-10-02,716.17,Europe
2022-03-09,489.74,Americas
2022-09-08,309.28,Africa
2023-12-22,884.81,Asia
2024-07-19,770.23,Asia
2022-01-03,524.67,Americas
2022-04-02,309.13,Asia
2024-08-26,788.76,Asia
2022-12-13,443.05,Americas
2022-08-02,368.89,Americas
2024-11-23,739.03,Europe
2024-10-06,423.13,Europe
2022-12-18,658.85,Americas
2024-03-03,411.9,Africa
2024-02-16,395.64,Asia
2022-02-12,461.12,Americas
2022-11-06,827.12,Africa
2024-03-05,875.77,Americas
2023-12-08,606.55,Europe
2023-08-30,896.25,Asia
2024-03-15,748.26,Europe
2023-09-21,745.76,Americas
2023-04-13,324.6,Africa
2023-03-07,751.8,Africa
2024-05-17,578.48,Europe
2023-06-09,833.49,Europe
2024-03-11,386.63,Americas
2022-02-15,467.24,Europe
2022-09-05,349.4,Asia
2023-03-12,716.28,Europe
2022-11-29,347.74,Asia
2024-08-02,337.91,Europe
2024-06-08,890.47,Americas
2023-07-28,860.74,Europe
2022-06-28,631.67,Africa
2023-07-04,860.22,Americas
2024-10-13,631.32,Asia
2024-07-10,820.83,Africa
2022-12-13,531.18,Asia
2022-06-08,563.21,Europe
2023-05-06,556.9,Africa
2022-11-08,540.21,Europe
2022-10-04,361.82,Africa
2024-12-19,637.43,Africa
2023-12-26,427.72,Asia
2024-08-10,875.5,Europe
2022-03-30,416.45,Europe
2022-03-02,410.94,Asia
2023-10-07,618.03,Europe
2023-01-06,870.69,Americas
2024-01-05,670.27,Africa
2022-07-06,723.75,Americas
2024-10-05,589.51,Europe
2023-11-12,786.73,Asia
2024-10-28,396.5,Africa
2022-05-02,886.85,Americas
2022-10-17,779.05,Asia
2024-12-21,343.36,Asia
2022-10-29,474.78,Europe
2022-02-18,683.53,Americas
2023-12-15,579.69,Asia
2023-09-15,511.35,Asia
2022-11-15,691.11,Americas
2024-10-08,690.48,Asia
2023-10-08,737.58,Europe
2024-07-21,805.74,Africa
2024-09-13,710.94,Africa
2024-03-16,425.32,Europe
2023-08-04,803.39,Americas
2024-07-25,332.87,Europe
2024-03-28,624.67,Europe
2022-06-19,629.41,Africa
2023-01-27,720.77,Africa
2024-02-10,502.61,Asia
2023-03-20,661.53,Asia
2024-07-06,676.61,Americas
2023-10-16,560.37,Americas
2022-06-28,516.75,Americas
2022-03-26,477.12,Asia
2024-08-10,418.26,Europe
2023-11-21,797.16,Europe
2024-06-16,488.51,Americas
2023-10-27,480.32,Africa
2024-08-25,357.0,Europe
2024-02-03,614.82,Asia
2023-08-26,692.7,Asia
2024-12-25,589.95,Europe
2023-07-06,704.0,Asia
2023-02-28,612.58,Europe
2022-08-22,642.72,Africa
2022-02-17,555.23,Europe
2022-10-04,533.12,Asia
2023-07-04,899.13,Asia
2024-03-04,449.78,Africa
2023-10-07,674.1,Asia
2024-04-19,841.81,Europe
2024-04-19,693.75,Americas
2023-04-07,761.85,Europe
2023-07-19,682.8,Americas
2022-06-06,397.72,Africa
2024-07-07,407.61,Africa
2023-01-24,747.93,Americas
2023-01-30,761.84,Americas
2023-03-23,364.19,Americas
2024-03-18,537.32,Asia
2022-02-27,807.41,Americas
2023-12-04,329.78,Europe
2024-01-06,744.17,Asia
2024-01-05,783.99,Africa
2024-09-16,849.86,Asia
2023-12-01,844.72,Americas
2022-12-21,722.72,Africa
2022-06-03,448.75,Americas
2023-09-16,381.26,Africa
2023-04-06,562.26,Asia
2024-03-13,529.63,Asia
2022-03-10,507.41,Asia
2024-05-31,568.68,Americas
2024-04-21,594.48,Americas
2024-06-28,399.71,Americas
2022-02-20,474.14,Asia
2024-07-14,724.15,Americas
2022-11-29,688.55,Europe
2024-06-21,536.87,Africa
2022-09-10,309.9,Asia
2024-08-28,402.77,Asia
2023-03-03,611.01,Americas
2023-09-03,431.27,Europe
2022-12-11,325.1,Americas
2022-06-21,710.54,Asia
2024-07-26,704.73,Asia
2023-12-01,738.43,Europe
2024-01-07,569.11,Asia
2022-05-02,645.93,Americas
2022-01-14,869.56,Asia
2023-02-27,379.19,Europe
2024-11-07,418.36,Americas
2023-02-10,547.88,Asia
2023-08-09,768.2,Europe
2023-12-08,869.48,Asia
2022-01-04,331.2,Africa
2023-05-03,652.15,Asia
2022-07-31,777.42,Africa
2024-02-03,633.04,Asia
2022-04-12,374.44,Asia
2022-06-13,334.79,Europe
2024-01-07,849.22,Asia
2024-07-23,795.47,Europe
2023-11-24,494.36,Europe
2024-05-29,579.03,Africa
2023-10-20,301.27,Africa
2024-02-02,678.23,Americas
2023-10-03,810.13,Europe
2022-04-25,371.3,Americas
2022-11-11,859.73,Americas
2024-05-17,830.75,Europe
2022-12-23,483.27,Americas
2022-06-12,886.63,Africa
2022-12-19,363.93,Europe
2022-02-20,333.02,Africa
2024-07-05,706.6,Americas
2022-10-26,539.62,Asia
2022-11-13,371.31,Americas
2023-01-12,371.43,Asia
2022-10-16,782.4,Africa
2022-01-17,681.95,Asia
2022-08-01,658.92,Americas
2024-05-23,894.92,Africa
2023-04-12,650.69,Europe
2023-08-03,581.58,Americas
2024-01-11,664.42,Africa
2023-01-16,695.77,Americas
2024-03-05,685.34,Americas
2023-04-01,335.27,Asia
2024-03-08,831.63,Africa
2022-01-31,313.86,Africa
2024-05-12,486.78,Asia
2024-05-02,711.5,Africa
2024-01-20,450.0,Europe
2024-03-30,876.22,Americas
2024-10-12,619.0,Asia
2022-12-15,685.02,Europe
2022-04-24,576.62,Americas
2022-04-13,462.09,Africa
2023-02-11,650.87,Americas
2022-08-07,558.63,Africa
2022-07-17,640.43,Europe
2023-12-26,431.34,Asia
2024-06-23,369.62,Americas
2024-10-10,704.74,Europe
2023-03-09,452.65,Europe
2024-09-25,787.82,Africa
2024-08-21,833.67,Americas
2022-06-12,335.05,Africa
2022-06-25,470.88,Africa
2023-11-22,379.11,Europe
2023-07-25,548.89,Europe
2023-01-21,566.62,Americas
2024-09-26,422.72,Americas
2024-11-08,814.16,Europe
2024-03-26,337.82,Europe
2022-08-08,836.4,Europe
2022-12-24,844.19,Europe
2023-06-19,676.29,Asia
2024-03-28,436.35,Americas
2024-05-17,355.62,Africa
2023-08-25,813.72,Africa
2022-01-06,720.64,Africa
2022-03-29,863.82,Europe
2022-02-08,862.59,Africa
2023-03-30,800.68,Americas
2023-06-07,620.76,Asia
2022-08-23,761.02,Africa
2022-10-01,509.5,Africa
2023-02-20,633.95,Asia
2024-08-07,749.86,Africa
2023-08-26,787.9,Africa
2023-06-23,647.13,Asia
2024-11-25,739.77,Asia
2022-01-27,742.46,Africa
2022-07-07,504.2,Europe
2022-03-05,381.64,Asia
2024-12-14,381.63,Europe
2022-05-15,695.89,Africa
2024-05-22,498.8,Europe
2023-02-13,352.87,Europe
2024-01-03,662.77,Asia
2023-05-26,861.19,Europe
2024-09-19,708.09,Americas
2022-09-17,800.7,Asia
2023-04-25,508.78,Americas
2022-10-31,545.77,Americas
2022-01-22,468.59,Americas
2022-06-08,609.58,Asia
2024-05-05,764.71,Africa
2022-12-26,487.76,Europe
2023-01-27,446.48,Americas
2024-12-08,733.01,Americas
2022-06-24,523.31,Europe
2023-03-14,399.46,Americas
2024-01-04,321.77,Europe
2022-10-03,821.46,Americas
2023-05-11,456.56,Asia
2024-10-14,530.58,Asia
2024-11-08,475.87,Americas
2024-04-20,541.47,Asia
2023-10-05,434.37,Africa
2022-02-13,729.65,Europe
2024-01-01,780.38,Asia
2022-01-08,408.61,Americas
2023-03-08,735.86,Africa
2023-06-11,858.69,Asia
2023-08-09,353.27,Africa
2023-08-21,474.05,Europe
2023-11-24,847.22,Americas
2023-03-31,819.89,Africa
2024-05-12,545.28,Americas
2022-01-07,506.78,Africa
2022-11-07,804.9,Europe
2024-06-20,451.93,Europe
2023-07-29,531.99,Americas
2023-01-29,679.71,Africa
2024-01-08,744.95,Americas
2022-04-27,800.02,Europe
2024-07-17,797.69,Americas
2022-05-16,493.21,Africa
2024-06-28,893.74,Europe
2022-09-01,765.48,Europe
2024-10-02,651.02,Africa
2023-04-16,329.35,Africa
2023-01-08,542.26,Asia
2023-05-02,347.45,Africa
2024-02-03,871.02,Asia
2024-06-23,600.71,Asia
2023-09-14,503.53,Americas
2024-11-15,591.11,Asia
2024-04-16,692.68,Africa
2022-05-08,512.99,Americas
2022-11-02,634.29,Americas
2023-11-03,818.9,Asia
2024-06-09,395.55,Asia
2024-12-13,775.0,Asia
2023-09-19,686.95,Africa
2024-02-08,342.3,Europe
2024-07-02,772.17,Asia
2024-10-22,732.51,Europe
2023-09-21,882.23,Europe
2023-05-04,505.71,Europe
2024-11-27,338.49,Africa
2023-01-08,504.65,Asia
2024-09-17,489.93,Africa
2024-10-20,562.94,Europe
2023-11-23,340.11,Europe
2024-05-07,388.9,Africa
2024-03-14,467.13,Americas
2023-03-13,832.94,Asia
2022-11-13,337.79,Europe
2024-04-16,631.07,Africa
2023-06-22,781.5,Americas
2024-01-29,794.84,Americas
2022-03-11,511.43,Africa
2022-01-29,887.66,Europe
2022-09-20,799.3,Asia
2022-04-19,868.17,Americas
2022-03-09,825.39,Europe
2022-12-29,572.47,Asia
2023-11-23,519.59,Americas
2023-01-10,610.29,Europe
2022-09-02,522.77,Europe
2023-07-12,524.69,Europe
2022-05-03,311.38,Asia
2024-05-17,677.67,Europe
2023-10-21,556.48,Africa
2024-11-25,745.13,Americas
2023-04-11,614.88,Americas
2023-06-15,818.3,Europe
2024-08-16,401.2,Africa
2024-10-10,399.02,Africa
2023-09-28,782.61,Africa
2024-03-02,873.71,Europe
2023-10-15,668.88,Asia
2024-05-23,593.17,Europe
2022-11-22,742.04,Africa
2023-08-14,549.66,Asia
2024-05-22,384.73,Africa
2023-11-13,434.81,Asia
2024-07-02,457.03,Europe
2022-08-16,499.96,Americas
2024-05-19,558.83,Africa
2022-02-18,379.16,Americas
2023-12-13,364.81,Asia
2024-06-11,699.24,Africa
2022-05-17,379.96,Europe
2022-07-18,448.15,Europe
2023-01-17,684.51,Europe
2023-10-09,725.26,Asia
2023-03-25,427.39,Africa
2022-07-08,660.32,Europe
2024-07-05,597.22,Americas
2022-09-15,578.11,Asia
